Banco;Data_Compensacao;Descricao_Banco;Valor_Recebido
Bradesco;2026-04-29;TED EMPRESA 5427;3557.91
Bradesco;2026-04-29;TED EMPRESA 37859;2731.68
Bradesco;2026-04-29;DOC EMPRESA 91702;2353.81
Bradesco;2026-04-29;DOC EMPRESA 31999;3866.76
Bradesco;2026-04-29;TED EMPRESA 88474;2310.94
Bradesco;2026-04-29;TED EMPRESA 95874;201.61
Bradesco;2026-04-29;DOC EMPRESA 94113;3013.63
Bradesco;2026-04-29;DOC EMPRESA 50918;675.79
Bradesco;2026-04-29;DOC EMPRESA 20708;2182.25
Bradesco;2026-04-29;PIX EMPRESA 9396;1632.21
Bradesco;2026-04-29;TED EMPRESA 31861;2509.56
Bradesco;2026-04-29;PIX EMPRESA 59628;3566.39
Bradesco;2026-04-29;TED EMPRESA 41825;326.2
Bradesco;2026-04-29;DOC EMPRESA 30686;1893.45
Bradesco;2026-04-29;DOC EMPRESA 49909;3465.79
Bradesco;2026-04-29;DOC EMPRESA 31385;3485.89
Bradesco;2026-04-29;DOC EMPRESA 19728;1502.26
Bradesco;2026-04-29;TED EMPRESA 61439;561.54
Bradesco;2026-04-29;TED EMPRESA 92396;2495.93
Bradesco;2026-04-29;DOC EMPRESA 97559;1129.72
Bradesco;2026-04-29;PIX EMPRESA 42385;2572.82
Bradesco;2026-04-29;TED EMPRESA 6671;3127.41
Bradesco;2026-04-29;DOC EMPRESA 9010;4100.76
Bradesco;2026-04-29;PIX EMPRESA 56564;3525.88
Bradesco;2026-04-29;TED EMPRESA 53303;2375.19
Bradesco;2026-04-29;PIX EMPRESA 61602;799.45
Bradesco;2026-04-29;DOC EMPRESA 45471;4485.77
Bradesco;2026-04-29;TED EMPRESA 24356;3461.34
Bradesco;2026-04-29;PIX EMPRESA 44220;3736.84
Bradesco;2026-04-29;PIX EMPRESA 90830;1804.47
Bradesco;2026-04-29;TED EMPRESA 1194;4656.21
Bradesco;2026-04-29;TED EMPRESA 7239;3725.61
Bradesco;2026-04-29;TED EMPRESA 62803;3597.64
Bradesco;2026-04-29;TED EMPRESA 86780;4147.05
Bradesco;2026-04-29;PIX EMPRESA 56794;539.2
Bradesco;2026-04-29;PIX EMPRESA 47091;2381.44
Bradesco;2026-04-29;PIX EMPRESA 19272;2189.56
Bradesco;2026-04-29;PIX EMPRESA 16140;4617.87
Bradesco;2026-04-29;DOC EMPRESA 19286;4619.81
Bradesco;2026-04-29;TED EMPRESA 12230;346.81
Bradesco;2026-04-29;TED EMPRESA 9528;522.15
Bradesco;2026-04-29;TED EMPRESA 66770;4962.16
Bradesco;2026-04-29;PIX EMPRESA 94865;3281.03
Bradesco;2026-04-29;DOC EMPRESA 9843;2227.09
Bradesco;2026-04-29;PIX EMPRESA 43153;253.35
Bradesco;2026-04-29;DOC EMPRESA 77577;1514.73
Bradesco;2026-04-29;TED EMPRESA 88363;4438.09
Bradesco;2026-04-29;PIX EMPRESA 5441;898.35
Bradesco;2026-04-29;DOC EMPRESA 96863;4664.91
Bradesco;2026-04-29;TED EMPRESA 59;4004.46
Bradesco;2026-04-29;PIX EMPRESA 95150;716.94
Bradesco;2026-04-29;PIX EMPRESA 39475;3736.42
Bradesco;2026-04-29;PIX EMPRESA 21834;4959.91
Bradesco;2026-04-29;DOC EMPRESA 1984;176.87
Bradesco;2026-04-29;TED EMPRESA 45598;2754.64
Bradesco;2026-04-29;DOC EMPRESA 11244;2664.88
Bradesco;2026-04-29;PIX EMPRESA 67109;2455.95
Bradesco;2026-04-29;TED EMPRESA 89904;3785.89
Bradesco;2026-04-29;PIX EMPRESA 87518;941.15
Bradesco;2026-04-29;TED EMPRESA 59514;1282.83
Bradesco;2026-04-29;DOC EMPRESA 23422;330.09
Bradesco;2026-04-29;TED EMPRESA 26481;1158.88
Bradesco;2026-04-29;DOC EMPRESA 13229;1940.33
Bradesco;2026-04-29;DOC EMPRESA 616;2816.49
Bradesco;2026-04-29;TED EMPRESA 79984;1667.64
Bradesco;2026-04-29;DOC EMPRESA 18696;2736.29
Bradesco;2026-04-29;PIX EMPRESA 27994;4525.44
Bradesco;2026-04-29;DOC EMPRESA 79214;117.38
Bradesco;2026-04-29;DOC EMPRESA 57972;2941.02
Bradesco;2026-04-29;DOC EMPRESA 30341;3914.92
Bradesco;2026-04-29;PIX EMPRESA 5722;2957.28
Bradesco;2026-04-29;DOC EMPRESA 32046;4488.74
Bradesco;2026-04-29;PIX EMPRESA 1866;2796.26
Bradesco;2026-04-29;PIX EMPRESA 81247;167.7
Bradesco;2026-04-29;TED EMPRESA 87036;217.35
Bradesco;2026-04-29;TED EMPRESA 13850;1266.15
Bradesco;2026-04-29;PIX EMPRESA 4342;2413.63
Bradesco;2026-04-29;DOC EMPRESA 15757;2717.65
Bradesco;2026-04-29;DOC EMPRESA 11422;850.55
Bradesco;2026-04-29;PIX EMPRESA 85846;2358.93
Bradesco;2026-04-29;PIX EMPRESA 27884;3894.49
Bradesco;2026-04-29;PIX EMPRESA 64955;4378.34
Bradesco;2026-04-29;PIX EMPRESA 69275;2970.94
Bradesco;2026-04-29;TED EMPRESA 32441;2451.92
Bradesco;2026-04-29;TED EMPRESA 17131;2062.37
Bradesco;2026-04-29;PIX EMPRESA 42499;588.91
Bradesco;2026-04-29;PIX EMPRESA 72815;2463.29
Bradesco;2026-04-29;DOC EMPRESA 70054;4585.13
Bradesco;2026-04-29;DOC EMPRESA 35347;753.05
Bradesco;2026-04-29;PIX EMPRESA 23341;3641.92
Bradesco;2026-04-29;TED EMPRESA 65276;1113.25
Bradesco;2026-04-29;PIX EMPRESA 48290;473.35
Bradesco;2026-04-29;DOC EMPRESA 92180;4952.04
Bradesco;2026-04-29;TED EMPRESA 94621;2214.35
Bradesco;2026-04-29;PIX EMPRESA 79128;1722.95
Bradesco;2026-04-29;PIX EMPRESA 50509;4009.37
Bradesco;2026-04-29;DOC EMPRESA 91255;516.49
Bradesco;2026-04-29;DOC EMPRESA 12407;2747.73
Bradesco;2026-04-29;DOC EMPRESA 1304;1795.81
Bradesco;2026-04-29;TED EMPRESA 40656;4099.13
Bradesco;2026-04-29;TED EMPRESA 9650;4762.29
Bradesco;2026-04-29;PIX EMPRESA 83588;2297.77
Bradesco;2026-04-29;PIX EMPRESA 40772;4657.34
Bradesco;2026-04-29;TED EMPRESA 93409;465.78
Bradesco;2026-04-29;TED EMPRESA 93481;361.08
Bradesco;2026-04-29;DOC EMPRESA 51940;2978.29
Bradesco;2026-04-29;PIX EMPRESA 23668;3573.71
Bradesco;2026-04-29;DOC EMPRESA 98611;3666.85
Bradesco;2026-04-29;PIX EMPRESA 42090;4595.38
Bradesco;2026-04-29;PIX EMPRESA 48168;3071.61
Bradesco;2026-04-29;PIX EMPRESA 41974;1133.28
Bradesco;2026-04-29;TED EMPRESA 98974;163.14
Bradesco;2026-04-29;PIX EMPRESA 20672;593.3
Bradesco;2026-04-29;PIX EMPRESA 16626;1055.32
Bradesco;2026-04-29;DOC EMPRESA 7970;4580.59
Bradesco;2026-04-29;PIX EMPRESA 12444;3082.95
Bradesco;2026-04-29;DOC EMPRESA 65901;4448.97
Bradesco;2026-04-29;TED EMPRESA 15872;4815.15
Bradesco;2026-04-29;PIX EMPRESA 49883;2092.95
Bradesco;2026-04-29;PIX EMPRESA 63695;4795.1
Bradesco;2026-04-29;DOC EMPRESA 77315;602.42
Bradesco;2026-04-29;DOC EMPRESA 44456;3290.47
Bradesco;2026-04-29;TED EMPRESA 58808;3165.27
Bradesco;2026-04-29;PIX EMPRESA 66656;1943.45
Bradesco;2026-04-29;DOC EMPRESA 92042;4015.27
Bradesco;2026-04-29;PIX EMPRESA 80334;1996.23
Bradesco;2026-04-29;PIX EMPRESA 70760;452.82
Bradesco;2026-04-29;TED EMPRESA 32036;1053.71
Bradesco;2026-04-29;PIX EMPRESA 35827;424.87
Bradesco;2026-04-29;PIX EMPRESA 79718;1501.1
Bradesco;2026-04-29;PIX EMPRESA 27863;4274.72
Bradesco;2026-04-29;PIX EMPRESA 47827;4205.74
Bradesco;2026-04-29;TED EMPRESA 53082;3515.49
Bradesco;2026-04-29;DOC EMPRESA 15933;1606.17
Bradesco;2026-04-29;PIX EMPRESA 19238;2429.52
Bradesco;2026-04-29;TED EMPRESA 18588;4549.98
Bradesco;2026-04-29;DOC EMPRESA 59060;3785.22
Bradesco;2026-04-29;DOC EMPRESA 60339;3729.93
Bradesco;2026-04-29;DOC EMPRESA 43418;438.6
Bradesco;2026-04-29;TED EMPRESA 79900;198.64
Bradesco;2026-04-29;DOC EMPRESA 17363;372.37
Bradesco;2026-04-29;DOC EMPRESA 12713;2938.75
Bradesco;2026-04-29;PIX EMPRESA 68047;3403.93
Bradesco;2026-04-29;PIX EMPRESA 46034;3413.01
Bradesco;2026-04-29;DOC EMPRESA 69605;4181.02
Bradesco;2026-04-29;TED EMPRESA 30917;1550.72
Bradesco;2026-04-29;TED EMPRESA 25417;3502.96
Bradesco;2026-04-29;TED EMPRESA 26844;357.64
Bradesco;2026-04-29;TED EMPRESA 75176;3425.32
Bradesco;2026-04-29;DOC EMPRESA 60670;1158.24
Bradesco;2026-04-29;TED EMPRESA 29925;3945.46
Bradesco;2026-04-29;PIX EMPRESA 72896;2558.6
Bradesco;2026-04-29;PIX EMPRESA 71090;916.75
Bradesco;2026-04-29;PIX EMPRESA 74697;1036.89
Bradesco;2026-04-29;PIX EMPRESA 56675;1069.66
Bradesco;2026-04-29;DOC EMPRESA 54460;708.24
Bradesco;2026-04-29;DOC EMPRESA 19959;4548.77
Bradesco;2026-04-29;DOC EMPRESA 94708;2880.8
Bradesco;2026-04-29;DOC EMPRESA 31820;4998.6
Bradesco;2026-04-29;DOC EMPRESA 57279;3511.74
Bradesco;2026-04-29;DOC EMPRESA 77895;930.34
Bradesco;2026-04-29;TED EMPRESA 52619;793.88
Bradesco;2026-04-29;PIX EMPRESA 55977;4390.96
Bradesco;2026-04-29;TED EMPRESA 76069;501.81
Bradesco;2026-04-29;TED EMPRESA 47903;767.33
Bradesco;2026-04-29;TED EMPRESA 83668;4639.5
Bradesco;2026-04-29;PIX EMPRESA 28262;3578.52
Bradesco;2026-04-29;TED EMPRESA 8857;1043.82
Bradesco;2026-04-29;PIX EMPRESA 89910;2561.16
Bradesco;2026-04-29;DOC EMPRESA 40022;2920.79
Bradesco;2026-04-29;PIX EMPRESA 52476;2976.02
Bradesco;2026-04-29;TED EMPRESA 80455;2925.8
Bradesco;2026-04-29;TED EMPRESA 77559;3390.51
Bradesco;2026-04-29;PIX EMPRESA 22121;135.18
Bradesco;2026-04-29;TED EMPRESA 79881;3176.98
Bradesco;2026-04-29;PIX EMPRESA 98754;3625.08
Bradesco;2026-04-29;TED EMPRESA 98869;3704.47
Bradesco;2026-04-29;TED EMPRESA 82919;3082.77
Bradesco;2026-04-29;DOC EMPRESA 40584;2640.41
Bradesco;2026-04-29;PIX EMPRESA 93067;714.17
Bradesco;2026-04-29;TED EMPRESA 91891;1864.69
Bradesco;2026-04-29;DOC EMPRESA 5873;4106.19
Bradesco;2026-04-29;DOC EMPRESA 76654;768.53
Bradesco;2026-04-29;PIX EMPRESA 53793;907.21
Bradesco;2026-04-29;DOC EMPRESA 74541;3472.03
Bradesco;2026-04-29;TED EMPRESA 81809;2192.49
Bradesco;2026-04-29;DOC EMPRESA 84125;3624.0
Bradesco;2026-04-29;TED EMPRESA 25200;4982.21
Bradesco;2026-04-29;DOC EMPRESA 64528;3522.39
Bradesco;2026-04-29;DOC EMPRESA 83023;1396.57
Bradesco;2026-04-29;TED EMPRESA 62576;1040.01
Bradesco;2026-04-29;PIX EMPRESA 33716;1300.3
Bradesco;2026-04-29;PIX EMPRESA 5645;4569.77
Bradesco;2026-04-29;DOC EMPRESA 53458;1367.3
Bradesco;2026-04-29;PIX EMPRESA 54797;3349.32
Bradesco;2026-04-29;TED EMPRESA 47751;4157.59
Bradesco;2026-04-29;PIX EMPRESA 44049;3812.29
Bradesco;2026-04-29;TED EMPRESA 88521;1235.23
Bradesco;2026-04-29;DOC EMPRESA 27824;828.31
Bradesco;2026-04-29;PIX EMPRESA 68323;3334.65
Bradesco;2026-04-29;PIX EMPRESA 73824;3113.82
Bradesco;2026-04-29;DOC EMPRESA 72455;3288.4
Bradesco;2026-04-29;PIX EMPRESA 35533;506.26
Bradesco;2026-04-29;TED EMPRESA 21115;2163.15
Bradesco;2026-04-29;TED EMPRESA 13103;2551.57
Bradesco;2026-04-29;DOC EMPRESA 16237;636.01
Bradesco;2026-04-29;TED EMPRESA 31511;2791.06
Bradesco;2026-04-29;TED EMPRESA 8791;1598.1
Bradesco;2026-04-29;DOC EMPRESA 71778;237.28
Bradesco;2026-04-29;TED EMPRESA 13201;377.03
Bradesco;2026-04-29;TED EMPRESA 42750;4089.75
Bradesco;2026-04-29;DOC EMPRESA 96922;3037.05
Bradesco;2026-04-29;PIX EMPRESA 83875;466.79
Bradesco;2026-04-29;TED EMPRESA 5491;1820.4
Bradesco;2026-04-29;PIX EMPRESA 27304;3367.77
Bradesco;2026-04-29;PIX EMPRESA 18276;757.29
Bradesco;2026-04-29;TED EMPRESA 98168;4592.26
Bradesco;2026-04-29;PIX EMPRESA 68242;4115.33
Bradesco;2026-04-29;DOC EMPRESA 63775;829.06
Bradesco;2026-04-29;DOC EMPRESA 50125;2921.18
Bradesco;2026-04-29;DOC EMPRESA 34239;555.63
Bradesco;2026-04-29;DOC EMPRESA 42948;1992.86
Bradesco;2026-04-29;DOC EMPRESA 98883;4071.41
Bradesco;2026-04-29;DOC EMPRESA 93608;2074.68
Bradesco;2026-04-29;TED EMPRESA 87012;2110.52
Bradesco;2026-04-29;PIX EMPRESA 1168;3611.13
Bradesco;2026-04-29;DOC EMPRESA 54376;4427.91
Bradesco;2026-04-29;DOC EMPRESA 49632;3823.73
Bradesco;2026-04-29;TED EMPRESA 67563;831.44
Bradesco;2026-04-29;PIX EMPRESA 59319;2836.3
Bradesco;2026-04-29;DOC EMPRESA 85774;2130.6
Bradesco;2026-04-29;TED EMPRESA 17864;3962.11
Bradesco;2026-04-29;DOC EMPRESA 38469;4001.35
Bradesco;2026-04-29;TED EMPRESA 12618;906.62
Bradesco;2026-04-29;DOC EMPRESA 76718;2717.8
Bradesco;2026-04-29;TED EMPRESA 79523;3269.42
Bradesco;2026-04-29;TED EMPRESA 19073;779.94
Bradesco;2026-04-29;TED EMPRESA 66240;1721.12
Bradesco;2026-04-29;TED EMPRESA 73957;2652.22
Bradesco;2026-04-29;DOC EMPRESA 54236;4769.68
Bradesco;2026-04-29;TED EMPRESA 89196;3596.57
Bradesco;2026-04-29;DOC EMPRESA 52320;2244.29
Bradesco;2026-04-29;PIX EMPRESA 37235;3786.47
Bradesco;2026-04-29;PIX EMPRESA 48069;4605.95
Bradesco;2026-04-29;PIX EMPRESA 3273;3351.81
Bradesco;2026-04-29;TED EMPRESA 26887;4422.01
Bradesco;2026-04-29;PIX EMPRESA 85491;4337.25
Bradesco;2026-04-29;DOC EMPRESA 26749;3935.51
Bradesco;2026-04-29;PIX EMPRESA 44343;2422.75
Bradesco;2026-04-29;DOC EMPRESA 81462;2380.87
Bradesco;2026-04-29;TED EMPRESA 18659;4329.86
Bradesco;2026-04-29;PIX EMPRESA 95710;285.53
Bradesco;2026-04-29;TED EMPRESA 84770;2219.48
Bradesco;2026-04-29;PIX EMPRESA 7489;125.37
Bradesco;2026-04-29;TED EMPRESA 26979;202.6
Bradesco;2026-04-29;TED EMPRESA 70894;4295.41
Bradesco;2026-04-29;DOC EMPRESA 2741;3142.97
Bradesco;2026-04-29;PIX EMPRESA 85235;4803.92
Bradesco;2026-04-29;PIX EMPRESA 43035;3957.01
Bradesco;2026-04-29;PIX EMPRESA 8662;4942.05
Bradesco;2026-04-29;PIX EMPRESA 49741;1403.68
Bradesco;2026-04-29;TED EMPRESA 18677;1934.9
Bradesco;2026-04-29;DOC EMPRESA 6011;2836.15
Bradesco;2026-04-29;DOC EMPRESA 35989;3246.53
Bradesco;2026-04-29;PIX EMPRESA 64799;2769.19
Bradesco;2026-04-29;PIX EMPRESA 94588;3764.72
Bradesco;2026-04-29;PIX EMPRESA 78684;2484.52
Bradesco;2026-04-29;TED EMPRESA 20029;2390.45
Bradesco;2026-04-29;PIX EMPRESA 30769;4224.26
Bradesco;2026-04-29;PIX EMPRESA 19879;790.99
Bradesco;2026-04-29;DOC EMPRESA 78794;2835.91
Bradesco;2026-04-29;PIX EMPRESA 85198;720.92
Bradesco;2026-04-29;PIX EMPRESA 6247;1761.16
Bradesco;2026-04-29;TED EMPRESA 82694;4763.71
Bradesco;2026-04-29;DOC EMPRESA 20666;1594.79
Bradesco;2026-04-29;TED EMPRESA 98816;3091.89
Bradesco;2026-04-29;TED EMPRESA 3381;3821.64
Bradesco;2026-04-29;DOC EMPRESA 23947;2929.04
Bradesco;2026-04-29;PIX EMPRESA 43145;1673.13
Bradesco;2026-04-29;TED EMPRESA 67014;2253.34
Bradesco;2026-04-29;TED EMPRESA 72907;3669.66
Bradesco;2026-04-29;TED EMPRESA 86546;3782.84
Bradesco;2026-04-29;DOC EMPRESA 25423;3357.95
Bradesco;2026-04-29;PIX EMPRESA 35484;4762.22
Bradesco;2026-04-29;PIX EMPRESA 83923;1890.18
Bradesco;2026-04-29;PIX EMPRESA 7145;2429.55
Bradesco;2026-04-29;DOC EMPRESA 58252;1507.81
Bradesco;2026-04-29;PIX EMPRESA 77910;4878.62
Bradesco;2026-04-29;TED EMPRESA 78624;1569.54
Bradesco;2026-04-29;TED EMPRESA 77946;1581.85
Bradesco;2026-04-29;DOC EMPRESA 50216;4544.01
Bradesco;2026-04-29;DOC EMPRESA 17187;1145.71
Bradesco;2026-04-29;PIX EMPRESA 51684;3102.64
Bradesco;2026-04-29;DOC EMPRESA 84431;4201.6
Bradesco;2026-04-29;PIX EMPRESA 8705;4942.13
Bradesco;2026-04-29;PIX EMPRESA 55656;2185.68
Bradesco;2026-04-29;TED EMPRESA 12204;1127.33
Bradesco;2026-04-29;TED EMPRESA 9173;2852.15
Bradesco;2026-04-29;PIX EMPRESA 73780;3778.36
Bradesco;2026-04-29;PIX EMPRESA 53171;778.05
Bradesco;2026-04-29;DOC EMPRESA 15328;982.64
Bradesco;2026-04-29;PIX EMPRESA 88722;4686.04
Bradesco;2026-04-29;DOC EMPRESA 51126;4310.44
Bradesco;2026-04-29;TED EMPRESA 12929;1605.57
Bradesco;2026-04-29;DOC EMPRESA 54111;4218.98
Bradesco;2026-04-29;PIX EMPRESA 31473;298.0
Bradesco;2026-04-29;TED EMPRESA 61215;1999.7
Bradesco;2026-04-29;DOC EMPRESA 56365;2176.04
Bradesco;2026-04-29;DOC EMPRESA 14064;1028.42
Bradesco;2026-04-29;DOC EMPRESA 14591;4493.21
Bradesco;2026-04-29;PIX EMPRESA 35179;3898.32
Bradesco;2026-04-29;TED EMPRESA 12228;1691.2
Bradesco;2026-04-29;PIX EMPRESA 96837;270.75
Bradesco;2026-04-29;TED EMPRESA 86848;1573.4
Bradesco;2026-04-29;PIX EMPRESA 56441;1314.01
Bradesco;2026-04-29;DOC EMPRESA 954;3625.07
Bradesco;2026-04-29;DOC EMPRESA 35245;178.87
Bradesco;2026-04-29;PIX EMPRESA 81296;596.61
Bradesco;2026-04-29;PIX EMPRESA 47061;2936.62
Bradesco;2026-04-29;DOC EMPRESA 59192;3541.39
Bradesco;2026-04-29;TED EMPRESA 55224;4351.87
Bradesco;2026-04-29;TED EMPRESA 58625;1473.44
Bradesco;2026-04-29;TED EMPRESA 66749;4138.71
Bradesco;2026-04-29;TED EMPRESA 55209;4458.99
Bradesco;2026-04-29;DOC EMPRESA 84829;2356.37
Bradesco;2026-04-29;TED EMPRESA 63725;1947.31
Bradesco;2026-04-29;TED EMPRESA 30646;2890.79
Bradesco;2026-04-29;DOC EMPRESA 21639;3895.22
Bradesco;2026-04-29;TED EMPRESA 9767;3180.48
Bradesco;2026-04-29;PIX EMPRESA 42454;1625.55
Bradesco;2026-04-29;DOC EMPRESA 89338;1992.54
Bradesco;2026-04-29;PIX EMPRESA 54026;197.33
Bradesco;2026-04-29;PIX EMPRESA 77284;2240.52
Bradesco;2026-04-29;DOC EMPRESA 63447;4498.88
Bradesco;2026-04-29;TED EMPRESA 52664;4042.19
Bradesco;2026-04-29;DOC EMPRESA 77153;4897.02
Bradesco;2026-04-29;DOC EMPRESA 46564;4396.55
Bradesco;2026-04-29;PIX EMPRESA 35270;1721.99
Bradesco;2026-04-29;DOC EMPRESA 34441;4020.26
Bradesco;2026-04-29;PIX EMPRESA 39945;593.34
Bradesco;2026-04-29;PIX EMPRESA 47446;4684.95
Bradesco;2026-04-29;TED EMPRESA 78607;889.37
Bradesco;2026-04-29;TED EMPRESA 39389;2531.36
Bradesco;2026-04-29;DOC EMPRESA 32481;4326.6
Bradesco;2026-04-29;DOC EMPRESA 83743;1966.23
Bradesco;2026-04-29;PIX EMPRESA 54427;3325.99
Bradesco;2026-04-29;DOC EMPRESA 78294;4750.26
Bradesco;2026-04-29;TED EMPRESA 44709;4861.8
Bradesco;2026-04-29;TED EMPRESA 75405;744.5
Bradesco;2026-04-29;DOC EMPRESA 60773;1034.37
Bradesco;2026-04-29;PIX EMPRESA 3861;2789.19
Bradesco;2026-04-29;TED EMPRESA 82000;1966.69
Bradesco;2026-04-29;DOC EMPRESA 19718;294.71
Bradesco;2026-04-29;TED EMPRESA 45865;4852.55
Bradesco;2026-04-29;DOC EMPRESA 64230;3295.77
Bradesco;2026-04-29;TED EMPRESA 48705;4444.63
Bradesco;2026-04-29;DOC EMPRESA 26070;2475.74
Bradesco;2026-04-29;PIX EMPRESA 95159;263.82
Bradesco;2026-04-29;DOC EMPRESA 42361;4969.36
Bradesco;2026-04-29;DOC EMPRESA 13992;3673.67
Bradesco;2026-04-29;DOC EMPRESA 46377;3056.56
Bradesco;2026-04-29;PIX EMPRESA 67460;1022.1
Bradesco;2026-04-29;DOC EMPRESA 92630;2609.74
Bradesco;2026-04-29;PIX EMPRESA 27095;1438.84
Bradesco;2026-04-29;PIX EMPRESA 20544;1322.12
Bradesco;2026-04-29;TED EMPRESA 91413;4435.7
Bradesco;2026-04-29;TED EMPRESA 31564;2563.73
Bradesco;2026-04-29;PIX EMPRESA 84137;4903.55
Bradesco;2026-04-29;DOC EMPRESA 62424;3591.83
Bradesco;2026-04-29;DOC EMPRESA 96093;3630.18
Bradesco;2026-04-29;TED EMPRESA 56578;3296.83
Bradesco;2026-04-29;DOC EMPRESA 93499;2704.42
Bradesco;2026-04-29;DOC EMPRESA 80384;4807.96
Bradesco;2026-04-29;DOC EMPRESA 30880;3621.81
