Banco;Data_Compensacao;Descricao_Banco;Valor_Recebido
Santander;2026-04-29;DOC EMPRESA 26268;1137.8
Santander;2026-04-29;DOC EMPRESA 33699;4295.36
Santander;2026-04-29;TED EMPRESA 91382;3520.84
Santander;2026-04-29;TED EMPRESA 80765;1024.71
Santander;2026-04-29;TED EMPRESA 23257;4822.64
Santander;2026-04-29;PIX EMPRESA 93847;2792.83
Santander;2026-04-29;TED EMPRESA 42271;986.99
Santander;2026-04-29;PIX EMPRESA 35926;3430.24
Santander;2026-04-29;PIX EMPRESA 40110;1295.83
Santander;2026-04-29;TED EMPRESA 72791;1757.84
Santander;2026-04-29;TED EMPRESA 375;4712.02
Santander;2026-04-29;DOC EMPRESA 33122;1156.35
Santander;2026-04-29;TED EMPRESA 9378;800.28
Santander;2026-04-29;PIX EMPRESA 97350;2107.66
Santander;2026-04-29;DOC EMPRESA 67465;3898.11
Santander;2026-04-29;TED EMPRESA 50260;2263.87
Santander;2026-04-29;TED EMPRESA 173;3091.4
Santander;2026-04-29;DOC EMPRESA 62453;3828.91
Santander;2026-04-29;TED EMPRESA 44471;2778.44
Santander;2026-04-29;DOC EMPRESA 5346;934.08
Santander;2026-04-29;TED EMPRESA 61526;3642.39
Santander;2026-04-29;DOC EMPRESA 50658;4738.49
Santander;2026-04-29;DOC EMPRESA 11258;4947.08
Santander;2026-04-29;DOC EMPRESA 10614;2806.44
Santander;2026-04-29;DOC EMPRESA 87194;1845.22
Santander;2026-04-29;DOC EMPRESA 15284;3373.65
Santander;2026-04-29;TED EMPRESA 71561;2318.25
Santander;2026-04-29;PIX EMPRESA 5557;3195.2
Santander;2026-04-29;TED EMPRESA 49098;2901.77
Santander;2026-04-29;TED EMPRESA 75446;3921.69
Santander;2026-04-29;DOC EMPRESA 68978;2865.66
Santander;2026-04-29;PIX EMPRESA 26940;3449.03
Santander;2026-04-29;TED EMPRESA 23957;810.01
Santander;2026-04-29;TED EMPRESA 10123;2986.97
Santander;2026-04-29;DOC EMPRESA 31295;3027.37
Santander;2026-04-29;TED EMPRESA 99030;1545.83
Santander;2026-04-29;TED EMPRESA 74869;296.17
Santander;2026-04-29;PIX EMPRESA 74841;3455.93
Santander;2026-04-29;DOC EMPRESA 54109;4809.96
Santander;2026-04-29;DOC EMPRESA 82482;157.45
Santander;2026-04-29;TED EMPRESA 87840;2547.43
Santander;2026-04-29;DOC EMPRESA 40418;517.4
Santander;2026-04-29;PIX EMPRESA 30124;4962.23
Santander;2026-04-29;PIX EMPRESA 23225;3403.31
Santander;2026-04-29;PIX EMPRESA 82246;1437.11
Santander;2026-04-29;DOC EMPRESA 80759;2450.01
Santander;2026-04-29;PIX EMPRESA 17448;1795.66
Santander;2026-04-29;DOC EMPRESA 941;4300.15
Santander;2026-04-29;DOC EMPRESA 16147;2438.06
Santander;2026-04-29;TED EMPRESA 16148;3318.96
Santander;2026-04-29;TED EMPRESA 95133;3612.23
Santander;2026-04-29;PIX EMPRESA 53360;3488.1
Santander;2026-04-29;PIX EMPRESA 88172;289.87
Santander;2026-04-29;PIX EMPRESA 80918;491.1
Santander;2026-04-29;DOC EMPRESA 19128;3653.17
Santander;2026-04-29;TED EMPRESA 91452;2181.65
Santander;2026-04-29;DOC EMPRESA 81194;4322.39
Santander;2026-04-29;TED EMPRESA 57988;2989.79
Santander;2026-04-29;TED EMPRESA 66158;2469.2
Santander;2026-04-29;TED EMPRESA 8871;189.75
Santander;2026-04-29;DOC EMPRESA 9677;4923.51
Santander;2026-04-29;DOC EMPRESA 22327;359.0
Santander;2026-04-29;DOC EMPRESA 45293;3870.87
Santander;2026-04-29;PIX EMPRESA 20279;4902.16
Santander;2026-04-29;TED EMPRESA 58941;696.3
Santander;2026-04-29;PIX EMPRESA 78551;3614.23
Santander;2026-04-29;TED EMPRESA 39741;3979.32
Santander;2026-04-29;DOC EMPRESA 17946;4904.71
Santander;2026-04-29;TED EMPRESA 90620;2667.96
Santander;2026-04-29;DOC EMPRESA 26237;2017.34
Santander;2026-04-29;TED EMPRESA 78080;3641.93
Santander;2026-04-29;TED EMPRESA 18095;383.34
Santander;2026-04-29;DOC EMPRESA 91855;4442.7
Santander;2026-04-29;DOC EMPRESA 7265;714.0
Santander;2026-04-29;TED EMPRESA 98470;820.49
Santander;2026-04-29;PIX EMPRESA 12408;2422.85
Santander;2026-04-29;PIX EMPRESA 79336;247.48
Santander;2026-04-29;PIX EMPRESA 36041;1006.78
Santander;2026-04-29;TED EMPRESA 6029;3525.77
Santander;2026-04-29;DOC EMPRESA 68136;3090.73
Santander;2026-04-29;TED EMPRESA 37667;4981.9
Santander;2026-04-29;DOC EMPRESA 71134;3400.1
Santander;2026-04-29;PIX EMPRESA 76064;300.1
Santander;2026-04-29;DOC EMPRESA 30506;1113.12
Santander;2026-04-29;DOC EMPRESA 27336;3647.13
Santander;2026-04-29;TED EMPRESA 22914;4160.27
Santander;2026-04-29;DOC EMPRESA 68624;2860.58
Santander;2026-04-29;PIX EMPRESA 96220;2084.06
Santander;2026-04-29;TED EMPRESA 32596;3390.15
Santander;2026-04-29;DOC EMPRESA 67244;1233.85
Santander;2026-04-29;PIX EMPRESA 68592;1224.6
Santander;2026-04-29;PIX EMPRESA 42465;3385.99
Santander;2026-04-29;TED EMPRESA 74837;1810.84
Santander;2026-04-29;TED EMPRESA 41036;4595.54
Santander;2026-04-29;DOC EMPRESA 46908;529.77
Santander;2026-04-29;PIX EMPRESA 45655;2004.92
Santander;2026-04-29;DOC EMPRESA 23873;4387.1
Santander;2026-04-29;TED EMPRESA 44867;595.01
Santander;2026-04-29;DOC EMPRESA 32487;4665.91
Santander;2026-04-29;PIX EMPRESA 71953;2770.64
Santander;2026-04-29;PIX EMPRESA 46728;4109.17
Santander;2026-04-29;TED EMPRESA 10607;3074.08
Santander;2026-04-29;PIX EMPRESA 60566;3811.23
Santander;2026-04-29;DOC EMPRESA 75216;3995.51
Santander;2026-04-29;TED EMPRESA 12096;1758.63
Santander;2026-04-29;PIX EMPRESA 73560;1954.97
Santander;2026-04-29;PIX EMPRESA 49966;2446.88
Santander;2026-04-29;TED EMPRESA 20116;828.72
Santander;2026-04-29;PIX EMPRESA 72258;3849.86
Santander;2026-04-29;PIX EMPRESA 8148;2517.31
Santander;2026-04-29;PIX EMPRESA 43237;2888.76
Santander;2026-04-29;DOC EMPRESA 99421;4277.44
Santander;2026-04-29;DOC EMPRESA 48388;2710.63
Santander;2026-04-29;DOC EMPRESA 19509;2077.78
Santander;2026-04-29;TED EMPRESA 20999;4684.84
Santander;2026-04-29;TED EMPRESA 42426;2397.83
Santander;2026-04-29;PIX EMPRESA 821;3878.15
Santander;2026-04-29;PIX EMPRESA 1649;2015.39
Santander;2026-04-29;DOC EMPRESA 99529;373.4
Santander;2026-04-29;PIX EMPRESA 91758;1053.27
Santander;2026-04-29;PIX EMPRESA 66261;2605.11
Santander;2026-04-29;PIX EMPRESA 95103;257.77
Santander;2026-04-29;PIX EMPRESA 40953;1473.16
Santander;2026-04-29;DOC EMPRESA 47378;1750.56
Santander;2026-04-29;TED EMPRESA 11724;2058.88
Santander;2026-04-29;TED EMPRESA 99004;3000.03
Santander;2026-04-29;PIX EMPRESA 15491;2045.2
Santander;2026-04-29;DOC EMPRESA 35290;223.42
Santander;2026-04-29;TED EMPRESA 8381;4775.22
Santander;2026-04-29;PIX EMPRESA 88418;2714.39
Santander;2026-04-29;TED EMPRESA 78247;4752.92
Santander;2026-04-29;PIX EMPRESA 38525;4169.67
Santander;2026-04-29;DOC EMPRESA 4134;583.99
Santander;2026-04-29;DOC EMPRESA 47725;4848.74
Santander;2026-04-29;PIX EMPRESA 22249;809.31
Santander;2026-04-29;DOC EMPRESA 35041;2715.1
Santander;2026-04-29;DOC EMPRESA 34262;4934.04
Santander;2026-04-29;PIX EMPRESA 96937;159.97
Santander;2026-04-29;PIX EMPRESA 74250;3516.38
Santander;2026-04-29;TED EMPRESA 6305;3172.35
Santander;2026-04-29;DOC EMPRESA 5656;257.41
Santander;2026-04-29;PIX EMPRESA 78362;4603.45
Santander;2026-04-29;PIX EMPRESA 9952;3972.0
Santander;2026-04-29;TED EMPRESA 40064;4135.8
Santander;2026-04-29;TED EMPRESA 60198;4453.21
Santander;2026-04-29;TED EMPRESA 32660;3707.56
Santander;2026-04-29;PIX EMPRESA 42485;4154.38
Santander;2026-04-29;DOC EMPRESA 18311;4680.81
Santander;2026-04-29;DOC EMPRESA 54261;4346.81
Santander;2026-04-29;TED EMPRESA 2336;3028.5
Santander;2026-04-29;PIX EMPRESA 74344;4123.57
Santander;2026-04-29;DOC EMPRESA 78541;1118.23
Santander;2026-04-29;PIX EMPRESA 55427;2308.99
Santander;2026-04-29;DOC EMPRESA 66596;436.07
Santander;2026-04-29;PIX EMPRESA 4021;1418.0
Santander;2026-04-29;PIX EMPRESA 72870;4958.58
Santander;2026-04-29;PIX EMPRESA 2344;1570.74
Santander;2026-04-29;PIX EMPRESA 581;1584.19
Santander;2026-04-29;PIX EMPRESA 6500;588.26
Santander;2026-04-29;TED EMPRESA 94939;2769.64
Santander;2026-04-29;PIX EMPRESA 45443;4416.42
Santander;2026-04-29;PIX EMPRESA 6233;1972.16
Santander;2026-04-29;DOC EMPRESA 17652;3952.33
Santander;2026-04-29;PIX EMPRESA 77359;1629.97
Santander;2026-04-29;TED EMPRESA 14938;1281.72
Santander;2026-04-29;PIX EMPRESA 45967;3693.07
Santander;2026-04-29;DOC EMPRESA 83777;1483.3
Santander;2026-04-29;PIX EMPRESA 96063;3080.74
Santander;2026-04-29;DOC EMPRESA 91396;1203.04
Santander;2026-04-29;DOC EMPRESA 57575;1473.64
Santander;2026-04-29;DOC EMPRESA 1108;917.2
Santander;2026-04-29;PIX EMPRESA 78195;2131.16
Santander;2026-04-29;DOC EMPRESA 72817;2433.6
Santander;2026-04-29;PIX EMPRESA 82293;4249.51
Santander;2026-04-29;PIX EMPRESA 32510;1999.93
Santander;2026-04-29;PIX EMPRESA 93296;1231.95
Santander;2026-04-29;TED EMPRESA 39037;901.19
Santander;2026-04-29;TED EMPRESA 44530;4338.38
Santander;2026-04-29;DOC EMPRESA 10528;1865.97
Santander;2026-04-29;TED EMPRESA 17386;526.14
Santander;2026-04-29;TED EMPRESA 31758;630.45
Santander;2026-04-29;TED EMPRESA 50856;3836.6
Santander;2026-04-29;TED EMPRESA 75956;1675.3
Santander;2026-04-29;TED EMPRESA 12722;820.17
Santander;2026-04-29;DOC EMPRESA 82253;3167.29
Santander;2026-04-29;TED EMPRESA 59171;2688.14
Santander;2026-04-29;PIX EMPRESA 1441;3882.08
Santander;2026-04-29;DOC EMPRESA 51956;2569.4
Santander;2026-04-29;TED EMPRESA 37587;3736.1
Santander;2026-04-29;DOC EMPRESA 69959;2420.16
Santander;2026-04-29;TED EMPRESA 15385;2149.41
Santander;2026-04-29;DOC EMPRESA 57956;1342.59
Santander;2026-04-29;TED EMPRESA 75792;1252.57
Santander;2026-04-29;TED EMPRESA 96345;4476.37
Santander;2026-04-29;PIX EMPRESA 18295;4867.44
Santander;2026-04-29;DOC EMPRESA 32254;1367.27
Santander;2026-04-29;TED EMPRESA 76560;2965.05
Santander;2026-04-29;PIX EMPRESA 55682;4830.62
Santander;2026-04-29;DOC EMPRESA 49932;1346.38
Santander;2026-04-29;DOC EMPRESA 73078;306.86
Santander;2026-04-29;DOC EMPRESA 67858;1943.55
Santander;2026-04-29;TED EMPRESA 42886;4365.21
Santander;2026-04-29;PIX EMPRESA 59819;3295.99
Santander;2026-04-29;TED EMPRESA 60180;2898.25
Santander;2026-04-29;PIX EMPRESA 40323;1079.5
Santander;2026-04-29;PIX EMPRESA 12219;3312.84
Santander;2026-04-29;DOC EMPRESA 78206;3873.88
Santander;2026-04-29;TED EMPRESA 91637;3396.29
Santander;2026-04-29;PIX EMPRESA 86294;567.4
Santander;2026-04-29;DOC EMPRESA 76523;2709.79
Santander;2026-04-29;PIX EMPRESA 32369;3548.84
Santander;2026-04-29;TED EMPRESA 82606;3862.9
Santander;2026-04-29;TED EMPRESA 58610;2465.65
Santander;2026-04-29;DOC EMPRESA 27541;374.71
Santander;2026-04-29;PIX EMPRESA 33911;1523.95
Santander;2026-04-29;TED EMPRESA 61760;439.81
Santander;2026-04-29;DOC EMPRESA 13333;1146.62
Santander;2026-04-29;TED EMPRESA 50855;927.69
Santander;2026-04-29;DOC EMPRESA 67190;1992.5
Santander;2026-04-29;DOC EMPRESA 61741;1215.68
Santander;2026-04-29;TED EMPRESA 4192;2202.09
Santander;2026-04-29;DOC EMPRESA 12081;4412.89
Santander;2026-04-29;DOC EMPRESA 53876;1382.6
Santander;2026-04-29;DOC EMPRESA 55317;3495.81
Santander;2026-04-29;TED EMPRESA 91462;4211.12
Santander;2026-04-29;TED EMPRESA 12688;4482.96
Santander;2026-04-29;TED EMPRESA 36130;3475.7
Santander;2026-04-29;DOC EMPRESA 61038;3400.83
Santander;2026-04-29;DOC EMPRESA 75144;3077.81
Santander;2026-04-29;DOC EMPRESA 51201;3943.83
Santander;2026-04-29;TED EMPRESA 71566;2363.86
Santander;2026-04-29;DOC EMPRESA 29447;3981.29
Santander;2026-04-29;PIX EMPRESA 72196;1907.5
Santander;2026-04-29;DOC EMPRESA 20294;1924.04
Santander;2026-04-29;DOC EMPRESA 54685;2724.16
Santander;2026-04-29;TED EMPRESA 80534;4623.25
Santander;2026-04-29;PIX EMPRESA 53220;4411.04
Santander;2026-04-29;PIX EMPRESA 31323;3588.26
Santander;2026-04-29;PIX EMPRESA 14063;1500.26
Santander;2026-04-29;PIX EMPRESA 27862;2076.7
Santander;2026-04-29;PIX EMPRESA 83059;2212.13
Santander;2026-04-29;TED EMPRESA 30395;3377.53
Santander;2026-04-29;TED EMPRESA 35063;4697.59
Santander;2026-04-29;PIX EMPRESA 51337;1390.2
Santander;2026-04-29;DOC EMPRESA 91001;1504.63
Santander;2026-04-29;DOC EMPRESA 48523;2070.95
Santander;2026-04-29;TED EMPRESA 200;3442.09
Santander;2026-04-29;DOC EMPRESA 21166;965.63
Santander;2026-04-29;DOC EMPRESA 58329;3590.31
Santander;2026-04-29;DOC EMPRESA 81237;4347.06
Santander;2026-04-29;PIX EMPRESA 78435;2735.04
Santander;2026-04-29;PIX EMPRESA 44681;2935.87
Santander;2026-04-29;PIX EMPRESA 22005;4760.88
Santander;2026-04-29;PIX EMPRESA 76622;885.05
Santander;2026-04-29;DOC EMPRESA 77371;3683.07
Santander;2026-04-29;DOC EMPRESA 85720;920.72
Santander;2026-04-29;TED EMPRESA 60346;2467.65
Santander;2026-04-29;DOC EMPRESA 14148;4140.86
Santander;2026-04-29;PIX EMPRESA 5619;1615.62
Santander;2026-04-29;DOC EMPRESA 93172;1397.83
Santander;2026-04-29;DOC EMPRESA 31024;4223.08
Santander;2026-04-29;TED EMPRESA 83534;4621.18
Santander;2026-04-29;TED EMPRESA 26699;2302.0
Santander;2026-04-29;PIX EMPRESA 49329;316.55
Santander;2026-04-29;TED EMPRESA 99442;2812.88
Santander;2026-04-29;PIX EMPRESA 11297;522.07
Santander;2026-04-29;TED EMPRESA 71202;1108.44
Santander;2026-04-29;PIX EMPRESA 77862;2291.5
Santander;2026-04-29;TED EMPRESA 69408;2534.79
Santander;2026-04-29;PIX EMPRESA 17978;336.42
Santander;2026-04-29;TED EMPRESA 75697;2377.37
Santander;2026-04-29;PIX EMPRESA 14229;1583.62
Santander;2026-04-29;PIX EMPRESA 44850;3062.87
Santander;2026-04-29;DOC EMPRESA 85079;2820.09
Santander;2026-04-29;TED EMPRESA 69559;1981.84
Santander;2026-04-29;TED EMPRESA 64716;1849.89
Santander;2026-04-29;TED EMPRESA 85961;975.87
Santander;2026-04-29;PIX EMPRESA 90828;2231.64
Santander;2026-04-29;TED EMPRESA 86667;4820.74
Santander;2026-04-29;DOC EMPRESA 28261;160.12
Santander;2026-04-29;TED EMPRESA 60742;340.11
Santander;2026-04-29;DOC EMPRESA 75173;2320.71
Santander;2026-04-29;TED EMPRESA 91735;184.92
Santander;2026-04-29;DOC EMPRESA 45300;3925.94
Santander;2026-04-29;TED EMPRESA 65950;1517.34
Santander;2026-04-29;PIX EMPRESA 69166;3123.52
Santander;2026-04-29;DOC EMPRESA 91331;2228.41
Santander;2026-04-29;DOC EMPRESA 36923;4177.17
Santander;2026-04-29;TED EMPRESA 68351;4848.75
Santander;2026-04-29;PIX EMPRESA 59379;3213.2
Santander;2026-04-29;PIX EMPRESA 13906;2471.39
Santander;2026-04-29;TED EMPRESA 22474;4521.48
Santander;2026-04-29;DOC EMPRESA 40746;3193.92
Santander;2026-04-29;TED EMPRESA 32050;3574.62
Santander;2026-04-29;TED EMPRESA 2267;568.76
Santander;2026-04-29;DOC EMPRESA 84581;2393.66
Santander;2026-04-29;DOC EMPRESA 21751;954.44
Santander;2026-04-29;PIX EMPRESA 84846;4316.86
Santander;2026-04-29;TED EMPRESA 13943;3640.78
Santander;2026-04-29;TED EMPRESA 49379;4709.13
Santander;2026-04-29;PIX EMPRESA 28348;1075.15
Santander;2026-04-29;DOC EMPRESA 89587;2335.93
Santander;2026-04-29;PIX EMPRESA 88476;2859.33
Santander;2026-04-29;PIX EMPRESA 23701;3590.94
Santander;2026-04-29;PIX EMPRESA 52535;3827.46
Santander;2026-04-29;TED EMPRESA 46570;752.68
Santander;2026-04-29;PIX EMPRESA 40135;1774.73
Santander;2026-04-29;PIX EMPRESA 54899;2670.07
Santander;2026-04-29;PIX EMPRESA 52042;4743.65
Santander;2026-04-29;TED EMPRESA 58793;2971.03
Santander;2026-04-29;PIX EMPRESA 34277;4978.72
Santander;2026-04-29;DOC EMPRESA 15047;2976.1
Santander;2026-04-29;PIX EMPRESA 71444;147.48
Santander;2026-04-29;PIX EMPRESA 38763;1538.0
Santander;2026-04-29;TED EMPRESA 38834;4415.6
Santander;2026-04-29;DOC EMPRESA 81341;3783.97
Santander;2026-04-29;PIX EMPRESA 23288;756.74
Santander;2026-04-29;DOC EMPRESA 45025;1988.57
Santander;2026-04-29;DOC EMPRESA 73872;1995.74
Santander;2026-04-29;DOC EMPRESA 53780;3612.65
Santander;2026-04-29;PIX EMPRESA 69508;1469.2
Santander;2026-04-29;TED EMPRESA 42378;1173.59
Santander;2026-04-29;PIX EMPRESA 31406;4154.67
Santander;2026-04-29;TED EMPRESA 8534;2559.55
Santander;2026-04-29;DOC EMPRESA 38428;4796.9
Santander;2026-04-29;DOC EMPRESA 50536;2126.38
Santander;2026-04-29;TED EMPRESA 15540;4919.9
Santander;2026-04-29;DOC EMPRESA 29801;2579.58
Santander;2026-04-29;DOC EMPRESA 38808;452.0
Santander;2026-04-29;PIX EMPRESA 14102;1165.82
Santander;2026-04-29;PIX EMPRESA 27748;3815.69
Santander;2026-04-29;DOC EMPRESA 28099;4458.69
Santander;2026-04-29;DOC EMPRESA 58319;1209.28
Santander;2026-04-29;TED EMPRESA 56846;3578.83
Santander;2026-04-29;DOC EMPRESA 54611;2840.33
Santander;2026-04-29;TED EMPRESA 35152;1452.79
Santander;2026-04-29;TED EMPRESA 75263;3847.16
Santander;2026-04-29;TED EMPRESA 10069;2365.18
Santander;2026-04-29;PIX EMPRESA 86726;1460.42
Santander;2026-04-29;PIX EMPRESA 62916;4405.55
Santander;2026-04-29;DOC EMPRESA 39163;790.03
Santander;2026-04-29;TED EMPRESA 55933;4164.38
Santander;2026-04-29;DOC EMPRESA 44472;703.02
Santander;2026-04-29;TED EMPRESA 15558;1988.58
Santander;2026-04-29;DOC EMPRESA 64687;3970.94
Santander;2026-04-29;PIX EMPRESA 62201;3949.57
Santander;2026-04-29;PIX EMPRESA 17029;982.6
Santander;2026-04-29;DOC EMPRESA 46334;4274.87
Santander;2026-04-29;TED EMPRESA 22370;1689.32
Santander;2026-04-29;TED EMPRESA 14128;1013.88
Santander;2026-04-29;PIX EMPRESA 4350;4013.48
Santander;2026-04-29;TED EMPRESA 78815;3896.42
Santander;2026-04-29;PIX EMPRESA 48942;4272.45
Santander;2026-04-29;DOC EMPRESA 86146;2249.6
Santander;2026-04-29;TED EMPRESA 44983;2204.37
Santander;2026-04-29;DOC EMPRESA 16363;441.9
Santander;2026-04-29;PIX EMPRESA 47585;617.78
Santander;2026-04-29;DOC EMPRESA 30333;2758.76
Santander;2026-04-29;TED EMPRESA 53296;1129.14
Santander;2026-04-29;PIX EMPRESA 80551;2149.62
Santander;2026-04-29;TED EMPRESA 52728;4570.11
Santander;2026-04-29;PIX EMPRESA 91109;3926.74
Santander;2026-04-29;PIX EMPRESA 92612;4519.79
Santander;2026-04-29;DOC EMPRESA 98049;637.02
Santander;2026-04-29;TED EMPRESA 19182;1131.51
Santander;2026-04-29;TED EMPRESA 74005;4853.21
Santander;2026-04-29;PIX EMPRESA 49038;700.97
Santander;2026-04-29;PIX EMPRESA 31305;1048.53
Santander;2026-04-29;TED EMPRESA 82992;334.35
Santander;2026-04-29;PIX EMPRESA 94326;3506.69
Santander;2026-04-29;DOC EMPRESA 340;3211.27
Santander;2026-04-29;PIX EMPRESA 41677;1129.47
Santander;2026-04-29;DOC EMPRESA 24334;4941.41
Santander;2026-04-29;DOC EMPRESA 70222;2469.46
Santander;2026-04-29;DOC EMPRESA 81301;4677.18
Santander;2026-04-29;PIX EMPRESA 48056;324.54
Santander;2026-04-29;TED EMPRESA 85984;4988.92
Santander;2026-04-29;TED EMPRESA 61313;1768.36
Santander;2026-04-29;DOC EMPRESA 10256;915.07
Santander;2026-04-29;PIX EMPRESA 36241;925.87
Santander;2026-04-29;PIX EMPRESA 97357;3370.73
Santander;2026-04-29;TED EMPRESA 79537;3548.18
Santander;2026-04-29;TED EMPRESA 97520;560.76
Santander;2026-04-29;DOC EMPRESA 55788;3110.5
Santander;2026-04-29;PIX EMPRESA 85793;4105.24
Santander;2026-04-29;PIX EMPRESA 33010;4833.56
Santander;2026-04-29;DOC EMPRESA 9668;503.08
Santander;2026-04-29;PIX EMPRESA 36117;3275.02
Santander;2026-04-29;DOC EMPRESA 59709;415.1
Santander;2026-04-29;DOC EMPRESA 3271;2615.99
Santander;2026-04-29;DOC EMPRESA 37289;2411.73
Santander;2026-04-29;PIX EMPRESA 22037;2143.04
Santander;2026-04-29;TED EMPRESA 18112;1937.02
Santander;2026-04-29;TED EMPRESA 99620;3259.87
Santander;2026-04-29;DOC EMPRESA 16951;410.8
Santander;2026-04-29;DOC EMPRESA 6104;2203.47
Santander;2026-04-29;DOC EMPRESA 24500;3843.72
Santander;2026-04-29;DOC EMPRESA 92259;3522.28
Santander;2026-04-29;PIX EMPRESA 39126;1705.63
Santander;2026-04-29;PIX EMPRESA 76638;2734.41
