Banco;Data_Compensacao;Descricao_Banco;Valor_Recebido
Itaú;2026-04-29;PIX EMPRESA 50640;1677.97
Itaú;2026-04-29;TED EMPRESA 74278;4501.31
Itaú;2026-04-29;PIX EMPRESA 79882;2598.81
Itaú;2026-04-29;TED EMPRESA 75403;222.56
Itaú;2026-04-29;TED EMPRESA 1815;2515.25
Itaú;2026-04-29;TED EMPRESA 51563;2489.8
Itaú;2026-04-29;DOC EMPRESA 48853;546.62
Itaú;2026-04-29;PIX EMPRESA 23624;4649.98
Itaú;2026-04-29;DOC EMPRESA 34710;4302.62
Itaú;2026-04-29;PIX EMPRESA 61027;3969.33
Itaú;2026-04-29;DOC EMPRESA 20962;1553.15
Itaú;2026-04-29;DOC EMPRESA 76111;2595.55
Itaú;2026-04-29;DOC EMPRESA 95869;180.05
Itaú;2026-04-29;PIX EMPRESA 44961;1142.49
Itaú;2026-04-29;TED EMPRESA 29950;3149.01
Itaú;2026-04-29;TED EMPRESA 14424;1514.29
Itaú;2026-04-29;DOC EMPRESA 70622;3001.71
Itaú;2026-04-29;PIX EMPRESA 23609;3931.91
Itaú;2026-04-29;TED EMPRESA 12555;4506.18
Itaú;2026-04-29;PIX EMPRESA 20067;3987.25
Itaú;2026-04-29;PIX EMPRESA 44958;1090.76
Itaú;2026-04-29;PIX EMPRESA 27313;4121.85
Itaú;2026-04-29;PIX EMPRESA 47489;3141.98
Itaú;2026-04-29;PIX EMPRESA 79390;1994.85
Itaú;2026-04-29;DOC EMPRESA 83444;188.48
Itaú;2026-04-29;PIX EMPRESA 50009;1088.08
Itaú;2026-04-29;TED EMPRESA 4434;4587.57
Itaú;2026-04-29;TED EMPRESA 39937;2301.59
Itaú;2026-04-29;DOC EMPRESA 69744;3726.2
Itaú;2026-04-29;DOC EMPRESA 74503;4508.05
Itaú;2026-04-29;TED EMPRESA 64760;836.78
Itaú;2026-04-29;DOC EMPRESA 43606;4798.68
Itaú;2026-04-29;DOC EMPRESA 66105;1637.6
Itaú;2026-04-29;DOC EMPRESA 55232;3599.87
Itaú;2026-04-29;TED EMPRESA 13939;778.51
Itaú;2026-04-29;PIX EMPRESA 27558;476.58
Itaú;2026-04-29;TED EMPRESA 23371;693.0
Itaú;2026-04-29;DOC EMPRESA 52243;1720.31
Itaú;2026-04-29;TED EMPRESA 62479;1428.87
Itaú;2026-04-29;TED EMPRESA 95062;2914.95
Itaú;2026-04-29;TED EMPRESA 97230;995.22
Itaú;2026-04-29;TED EMPRESA 76480;2661.46
Itaú;2026-04-29;PIX EMPRESA 26218;1120.25
Itaú;2026-04-29;PIX EMPRESA 49653;3485.76
Itaú;2026-04-29;TED EMPRESA 82684;3959.33
Itaú;2026-04-29;DOC EMPRESA 35118;3697.74
Itaú;2026-04-29;DOC EMPRESA 26555;4130.79
Itaú;2026-04-29;TED EMPRESA 1038;4416.27
Itaú;2026-04-29;DOC EMPRESA 70957;120.27
Itaú;2026-04-29;TED EMPRESA 99229;1819.28
Itaú;2026-04-29;DOC EMPRESA 83047;3754.71
Itaú;2026-04-29;PIX EMPRESA 35070;877.23
Itaú;2026-04-29;TED EMPRESA 35789;1296.21
Itaú;2026-04-29;DOC EMPRESA 667;3113.59
Itaú;2026-04-29;TED EMPRESA 30567;2572.75
Itaú;2026-04-29;TED EMPRESA 53776;1626.73
Itaú;2026-04-29;DOC EMPRESA 31597;4531.1
Itaú;2026-04-29;PIX EMPRESA 97685;2305.36
Itaú;2026-04-29;PIX EMPRESA 89194;1524.61
Itaú;2026-04-29;PIX EMPRESA 34486;987.96
Itaú;2026-04-29;DOC EMPRESA 53476;1368.52
Itaú;2026-04-29;TED EMPRESA 94237;276.87
Itaú;2026-04-29;PIX EMPRESA 1012;1256.44
Itaú;2026-04-29;TED EMPRESA 56504;1959.45
Itaú;2026-04-29;PIX EMPRESA 98735;783.64
Itaú;2026-04-29;TED EMPRESA 64307;2835.38
Itaú;2026-04-29;PIX EMPRESA 14343;671.79
Itaú;2026-04-29;PIX EMPRESA 32724;4000.04
Itaú;2026-04-29;TED EMPRESA 1152;481.19
Itaú;2026-04-29;DOC EMPRESA 42569;2363.23
Itaú;2026-04-29;DOC EMPRESA 151;3663.83
Itaú;2026-04-29;DOC EMPRESA 297;2775.19
Itaú;2026-04-29;TED EMPRESA 5123;2233.23
Itaú;2026-04-29;DOC EMPRESA 31034;1343.25
Itaú;2026-04-29;DOC EMPRESA 56073;2524.34
Itaú;2026-04-29;TED EMPRESA 68852;280.49
Itaú;2026-04-29;TED EMPRESA 29125;443.16
Itaú;2026-04-29;PIX EMPRESA 78253;4100.14
Itaú;2026-04-29;DOC EMPRESA 78447;1271.1
Itaú;2026-04-29;TED EMPRESA 81458;3838.29
Itaú;2026-04-29;DOC EMPRESA 75494;2158.25
Itaú;2026-04-29;DOC EMPRESA 85341;4217.78
Itaú;2026-04-29;TED EMPRESA 68940;4601.32
Itaú;2026-04-29;PIX EMPRESA 29534;4765.64
Itaú;2026-04-29;PIX EMPRESA 9251;4104.46
Itaú;2026-04-29;TED EMPRESA 39987;3259.1
Itaú;2026-04-29;TED EMPRESA 16581;1517.06
Itaú;2026-04-29;PIX EMPRESA 78786;928.13
Itaú;2026-04-29;DOC EMPRESA 95494;885.22
Itaú;2026-04-29;PIX EMPRESA 63967;3592.57
Itaú;2026-04-29;DOC EMPRESA 97630;1254.73
Itaú;2026-04-29;DOC EMPRESA 84276;2389.08
Itaú;2026-04-29;PIX EMPRESA 51610;4239.95
Itaú;2026-04-29;PIX EMPRESA 22174;4003.05
Itaú;2026-04-29;PIX EMPRESA 12251;1422.48
Itaú;2026-04-29;PIX EMPRESA 28658;2159.97
Itaú;2026-04-29;PIX EMPRESA 93457;1903.38
Itaú;2026-04-29;TED EMPRESA 51347;3243.45
Itaú;2026-04-29;DOC EMPRESA 38375;2006.38
Itaú;2026-04-29;DOC EMPRESA 9481;4492.01
Itaú;2026-04-29;TED EMPRESA 97888;3175.82
Itaú;2026-04-29;DOC EMPRESA 79481;4938.56
Itaú;2026-04-29;DOC EMPRESA 97026;3007.84
Itaú;2026-04-29;DOC EMPRESA 17057;3134.31
Itaú;2026-04-29;TED EMPRESA 95402;1231.17
Itaú;2026-04-29;DOC EMPRESA 84666;2231.42
Itaú;2026-04-29;PIX EMPRESA 37512;2660.47
Itaú;2026-04-29;PIX EMPRESA 59981;980.34
Itaú;2026-04-29;PIX EMPRESA 38458;4401.87
Itaú;2026-04-29;DOC EMPRESA 76277;366.92
Itaú;2026-04-29;DOC EMPRESA 96608;2012.92
Itaú;2026-04-29;TED EMPRESA 1247;4890.71
Itaú;2026-04-29;PIX EMPRESA 66741;3928.24
Itaú;2026-04-29;DOC EMPRESA 4443;2265.85
Itaú;2026-04-29;DOC EMPRESA 84661;3115.73
Itaú;2026-04-29;TED EMPRESA 13171;2796.74
Itaú;2026-04-29;TED EMPRESA 117;1241.29
Itaú;2026-04-29;PIX EMPRESA 15861;1522.75
Itaú;2026-04-29;TED EMPRESA 38052;3891.35
Itaú;2026-04-29;DOC EMPRESA 37970;1839.01
Itaú;2026-04-29;TED EMPRESA 31775;1572.56
Itaú;2026-04-29;PIX EMPRESA 94123;3024.98
Itaú;2026-04-29;DOC EMPRESA 59038;2493.62
Itaú;2026-04-29;PIX EMPRESA 75229;3899.48
Itaú;2026-04-29;PIX EMPRESA 45492;779.98
Itaú;2026-04-29;TED EMPRESA 56266;3307.23
Itaú;2026-04-29;DOC EMPRESA 98646;826.45
Itaú;2026-04-29;PIX EMPRESA 58076;241.17
Itaú;2026-04-29;DOC EMPRESA 14511;1655.9
Itaú;2026-04-29;TED EMPRESA 36960;1048.05
Itaú;2026-04-29;TED EMPRESA 23550;1452.41
Itaú;2026-04-29;DOC EMPRESA 58756;2235.7
Itaú;2026-04-29;PIX EMPRESA 70321;2747.84
Itaú;2026-04-29;PIX EMPRESA 54593;372.07
Itaú;2026-04-29;PIX EMPRESA 98739;3475.95
Itaú;2026-04-29;PIX EMPRESA 73535;1526.53
Itaú;2026-04-29;PIX EMPRESA 41090;3800.41
Itaú;2026-04-29;TED EMPRESA 42647;2994.66
Itaú;2026-04-29;PIX EMPRESA 18470;1814.84
Itaú;2026-04-29;TED EMPRESA 12606;3107.25
Itaú;2026-04-29;TED EMPRESA 70801;257.12
Itaú;2026-04-29;PIX EMPRESA 58952;2481.84
Itaú;2026-04-29;DOC EMPRESA 35358;758.79
Itaú;2026-04-29;DOC EMPRESA 96901;4777.58
Itaú;2026-04-29;TED EMPRESA 17839;3293.94
Itaú;2026-04-29;TED EMPRESA 97620;1689.1
Itaú;2026-04-29;PIX EMPRESA 19594;1058.07
Itaú;2026-04-29;TED EMPRESA 2337;2219.39
Itaú;2026-04-29;DOC EMPRESA 14057;1359.78
Itaú;2026-04-29;TED EMPRESA 20670;2066.61
Itaú;2026-04-29;TED EMPRESA 20291;4359.83
Itaú;2026-04-29;TED EMPRESA 45692;3398.22
Itaú;2026-04-29;DOC EMPRESA 98681;2021.2
Itaú;2026-04-29;PIX EMPRESA 98553;1150.55
Itaú;2026-04-29;DOC EMPRESA 83365;1154.48
Itaú;2026-04-29;TED EMPRESA 73266;573.65
Itaú;2026-04-29;DOC EMPRESA 45627;1642.53
Itaú;2026-04-29;TED EMPRESA 40508;787.84
Itaú;2026-04-29;DOC EMPRESA 60769;4944.05
Itaú;2026-04-29;PIX EMPRESA 47325;1711.78
Itaú;2026-04-29;TED EMPRESA 58364;2268.34
Itaú;2026-04-29;PIX EMPRESA 27506;1659.73
Itaú;2026-04-29;PIX EMPRESA 71902;1077.36
Itaú;2026-04-29;PIX EMPRESA 75317;1420.85
Itaú;2026-04-29;TED EMPRESA 53991;4483.73
Itaú;2026-04-29;DOC EMPRESA 61517;1158.36
Itaú;2026-04-29;PIX EMPRESA 24011;1142.66
Itaú;2026-04-29;PIX EMPRESA 80121;795.98
Itaú;2026-04-29;TED EMPRESA 10785;711.07
Itaú;2026-04-29;DOC EMPRESA 59566;1409.01
Itaú;2026-04-29;TED EMPRESA 62516;2692.97
Itaú;2026-04-29;TED EMPRESA 24438;939.33
Itaú;2026-04-29;DOC EMPRESA 27553;2319.68
Itaú;2026-04-29;TED EMPRESA 58171;615.2
Itaú;2026-04-29;PIX EMPRESA 12231;3956.51
Itaú;2026-04-29;PIX EMPRESA 62368;3600.31
Itaú;2026-04-29;TED EMPRESA 62784;4969.61
Itaú;2026-04-29;DOC EMPRESA 25893;3207.39
Itaú;2026-04-29;TED EMPRESA 35461;3177.42
Itaú;2026-04-29;PIX EMPRESA 89135;3899.16
Itaú;2026-04-29;TED EMPRESA 86205;4806.59
Itaú;2026-04-29;DOC EMPRESA 695;4792.53
Itaú;2026-04-29;TED EMPRESA 82785;1186.63
Itaú;2026-04-29;PIX EMPRESA 59665;2007.42
Itaú;2026-04-29;TED EMPRESA 7051;621.38
Itaú;2026-04-29;DOC EMPRESA 60211;878.52
Itaú;2026-04-29;PIX EMPRESA 11969;1986.0
Itaú;2026-04-29;PIX EMPRESA 16220;4117.66
Itaú;2026-04-29;PIX EMPRESA 58543;4350.28
Itaú;2026-04-29;DOC EMPRESA 29464;2068.86
Itaú;2026-04-29;TED EMPRESA 65638;4210.57
Itaú;2026-04-29;DOC EMPRESA 31053;3539.91
Itaú;2026-04-29;PIX EMPRESA 30460;1835.02
Itaú;2026-04-29;TED EMPRESA 87116;1295.29
Itaú;2026-04-29;PIX EMPRESA 98853;4020.24
Itaú;2026-04-29;TED EMPRESA 49325;4658.98
Itaú;2026-04-29;PIX EMPRESA 64429;4499.05
Itaú;2026-04-29;DOC EMPRESA 53012;2017.2
Itaú;2026-04-29;TED EMPRESA 76817;3142.37
Itaú;2026-04-29;TED EMPRESA 95673;257.6
Itaú;2026-04-29;PIX EMPRESA 27344;3990.1
Itaú;2026-04-29;DOC EMPRESA 13813;1649.48
Itaú;2026-04-29;TED EMPRESA 96301;1452.04
Itaú;2026-04-29;PIX EMPRESA 93366;2789.93
Itaú;2026-04-29;DOC EMPRESA 41178;3459.95
Itaú;2026-04-29;DOC EMPRESA 27707;2304.06
Itaú;2026-04-29;TED EMPRESA 19785;773.87
Itaú;2026-04-29;TED EMPRESA 65908;3338.76
Itaú;2026-04-29;DOC EMPRESA 76602;926.92
Itaú;2026-04-29;PIX EMPRESA 50929;4418.18
Itaú;2026-04-29;PIX EMPRESA 48771;2932.62
Itaú;2026-04-29;DOC EMPRESA 80026;4019.23
Itaú;2026-04-29;TED EMPRESA 62984;551.08
Itaú;2026-04-29;TED EMPRESA 79412;918.4
Itaú;2026-04-29;PIX EMPRESA 13947;2175.46
Itaú;2026-04-29;DOC EMPRESA 15352;1364.78
Itaú;2026-04-29;TED EMPRESA 52761;4699.51
Itaú;2026-04-29;DOC EMPRESA 35942;146.65
Itaú;2026-04-29;DOC EMPRESA 48063;4212.25
Itaú;2026-04-29;DOC EMPRESA 26077;524.33
Itaú;2026-04-29;PIX EMPRESA 13285;2866.61
Itaú;2026-04-29;DOC EMPRESA 1131;2400.11
Itaú;2026-04-29;DOC EMPRESA 13049;1078.43
Itaú;2026-04-29;TED EMPRESA 21674;3236.07
Itaú;2026-04-29;PIX EMPRESA 92643;686.17
Itaú;2026-04-29;DOC EMPRESA 50354;2295.03
Itaú;2026-04-29;DOC EMPRESA 1050;1443.14
Itaú;2026-04-29;TED EMPRESA 49065;3419.05
Itaú;2026-04-29;DOC EMPRESA 56983;2927.11
Itaú;2026-04-29;PIX EMPRESA 13814;4195.48
Itaú;2026-04-29;DOC EMPRESA 54385;2144.77
Itaú;2026-04-29;TED EMPRESA 40214;938.58
Itaú;2026-04-29;PIX EMPRESA 2023;736.21
Itaú;2026-04-29;TED EMPRESA 37260;1488.71
Itaú;2026-04-29;PIX EMPRESA 99049;300.53
Itaú;2026-04-29;TED EMPRESA 92472;3857.48
Itaú;2026-04-29;DOC EMPRESA 18156;4567.14
Itaú;2026-04-29;PIX EMPRESA 90464;2683.68
Itaú;2026-04-29;DOC EMPRESA 58549;2084.25
Itaú;2026-04-29;TED EMPRESA 39216;1535.68
Itaú;2026-04-29;DOC EMPRESA 93367;4444.8
Itaú;2026-04-29;PIX EMPRESA 93245;2992.19
Itaú;2026-04-29;TED EMPRESA 8752;4808.0
Itaú;2026-04-29;TED EMPRESA 81057;2881.05
Itaú;2026-04-29;PIX EMPRESA 11429;2880.63
Itaú;2026-04-29;PIX EMPRESA 13329;1685.96
Itaú;2026-04-29;TED EMPRESA 71921;3392.35
Itaú;2026-04-29;DOC EMPRESA 92078;3497.99
Itaú;2026-04-29;PIX EMPRESA 96905;3970.19
Itaú;2026-04-29;DOC EMPRESA 159;1841.7
Itaú;2026-04-29;PIX EMPRESA 45169;2244.56
Itaú;2026-04-29;TED EMPRESA 17227;3113.18
Itaú;2026-04-29;TED EMPRESA 38601;3768.43
Itaú;2026-04-29;DOC EMPRESA 52484;1425.6
Itaú;2026-04-29;DOC EMPRESA 84986;1699.12
Itaú;2026-04-29;TED EMPRESA 55402;4479.96
Itaú;2026-04-29;PIX EMPRESA 42811;3232.55
Itaú;2026-04-29;DOC EMPRESA 83399;2624.25
Itaú;2026-04-29;DOC EMPRESA 24170;4235.05
Itaú;2026-04-29;TED EMPRESA 17851;4895.75
Itaú;2026-04-29;DOC EMPRESA 259;3949.21
Itaú;2026-04-29;DOC EMPRESA 30889;2093.17
Itaú;2026-04-29;PIX EMPRESA 16808;3773.36
Itaú;2026-04-29;TED EMPRESA 58524;1362.64
Itaú;2026-04-29;PIX EMPRESA 20823;1957.56
Itaú;2026-04-29;TED EMPRESA 54731;1487.57
Itaú;2026-04-29;TED EMPRESA 31411;3625.34
Itaú;2026-04-29;DOC EMPRESA 96142;1389.9
Itaú;2026-04-29;TED EMPRESA 43377;115.76
Itaú;2026-04-29;TED EMPRESA 6016;2984.32
Itaú;2026-04-29;PIX EMPRESA 3574;265.32
Itaú;2026-04-29;TED EMPRESA 3610;606.97
Itaú;2026-04-29;TED EMPRESA 78789;3606.78
Itaú;2026-04-29;TED EMPRESA 61559;4907.71
Itaú;2026-04-29;TED EMPRESA 63941;862.21
Itaú;2026-04-29;TED EMPRESA 14830;2335.28
Itaú;2026-04-29;DOC EMPRESA 81819;3841.27
Itaú;2026-04-29;PIX EMPRESA 38575;1803.52
Itaú;2026-04-29;TED EMPRESA 24704;2729.57
Itaú;2026-04-29;PIX EMPRESA 8252;615.17
Itaú;2026-04-29;TED EMPRESA 68341;2516.92
Itaú;2026-04-29;PIX EMPRESA 74183;1107.53
Itaú;2026-04-29;DOC EMPRESA 29813;2739.6
Itaú;2026-04-29;TED EMPRESA 74941;3968.99
Itaú;2026-04-29;PIX EMPRESA 88238;1963.7
Itaú;2026-04-29;DOC EMPRESA 17797;1259.66
Itaú;2026-04-29;PIX EMPRESA 9788;1200.54
Itaú;2026-04-29;PIX EMPRESA 77221;934.57
Itaú;2026-04-29;TED EMPRESA 65953;3355.5
Itaú;2026-04-29;DOC EMPRESA 71338;1068.87
Itaú;2026-04-29;TED EMPRESA 45280;395.27
Itaú;2026-04-29;PIX EMPRESA 71622;4289.0
Itaú;2026-04-29;PIX EMPRESA 13613;1533.86
Itaú;2026-04-29;PIX EMPRESA 19831;4844.65
Itaú;2026-04-29;TED EMPRESA 41531;711.59
Itaú;2026-04-29;PIX EMPRESA 39659;3444.78
Itaú;2026-04-29;TED EMPRESA 63359;4117.11
Itaú;2026-04-29;TED EMPRESA 11347;770.21
Itaú;2026-04-29;DOC EMPRESA 85046;640.22
Itaú;2026-04-29;TED EMPRESA 67073;4777.28
Itaú;2026-04-29;PIX EMPRESA 72760;153.98
Itaú;2026-04-29;PIX EMPRESA 19018;4156.49
Itaú;2026-04-29;TED EMPRESA 9440;2998.13
Itaú;2026-04-29;PIX EMPRESA 84268;3155.15
Itaú;2026-04-29;PIX EMPRESA 25827;1652.92
Itaú;2026-04-29;DOC EMPRESA 17608;546.26
Itaú;2026-04-29;PIX EMPRESA 86133;4625.47
Itaú;2026-04-29;DOC EMPRESA 44111;1444.48
Itaú;2026-04-29;TED EMPRESA 15822;2833.83
Itaú;2026-04-29;DOC EMPRESA 43741;1685.59
Itaú;2026-04-29;TED EMPRESA 72536;3075.94
Itaú;2026-04-29;TED EMPRESA 64833;2525.54
Itaú;2026-04-29;DOC EMPRESA 31611;639.16
Itaú;2026-04-29;DOC EMPRESA 49900;2317.9
Itaú;2026-04-29;PIX EMPRESA 70918;3835.25
Itaú;2026-04-29;DOC EMPRESA 6771;179.14
Itaú;2026-04-29;DOC EMPRESA 57940;4263.2
Itaú;2026-04-29;DOC EMPRESA 75773;4375.36
Itaú;2026-04-29;PIX EMPRESA 47934;3568.91
Itaú;2026-04-29;PIX EMPRESA 39123;3587.08
Itaú;2026-04-29;DOC EMPRESA 30723;1238.36
Itaú;2026-04-29;TED EMPRESA 66242;906.15
Itaú;2026-04-29;DOC EMPRESA 39489;951.23
Itaú;2026-04-29;PIX EMPRESA 93293;2493.82
Itaú;2026-04-29;PIX EMPRESA 90787;3298.13
Itaú;2026-04-29;PIX EMPRESA 83635;4530.11
Itaú;2026-04-29;TED EMPRESA 27216;3380.6
Itaú;2026-04-29;TED EMPRESA 87139;579.56
Itaú;2026-04-29;DOC EMPRESA 51300;806.46
Itaú;2026-04-29;PIX EMPRESA 96641;2589.81
Itaú;2026-04-29;DOC EMPRESA 84180;181.71
Itaú;2026-04-29;DOC EMPRESA 47601;4303.85
Itaú;2026-04-29;TED EMPRESA 81871;2453.67
Itaú;2026-04-29;DOC EMPRESA 35879;2799.26
Itaú;2026-04-29;TED EMPRESA 19687;2422.18
Itaú;2026-04-29;PIX EMPRESA 31402;709.78
Itaú;2026-04-29;DOC EMPRESA 20889;1525.57
Itaú;2026-04-29;DOC EMPRESA 47251;2556.27
Itaú;2026-04-29;PIX EMPRESA 80900;1695.92
Itaú;2026-04-29;TED EMPRESA 41805;3845.44
Itaú;2026-04-29;DOC EMPRESA 82314;3193.29
Itaú;2026-04-29;TED EMPRESA 77927;1852.18
Itaú;2026-04-29;PIX EMPRESA 33917;1622.54
Itaú;2026-04-29;TED EMPRESA 46019;4678.52
Itaú;2026-04-29;DOC EMPRESA 79276;1340.81
Itaú;2026-04-29;TED EMPRESA 16250;2324.4
Itaú;2026-04-29;TED EMPRESA 24008;1619.24
Itaú;2026-04-29;PIX EMPRESA 85799;730.6
Itaú;2026-04-29;PIX EMPRESA 63942;2603.75
Itaú;2026-04-29;DOC EMPRESA 64895;2153.89
Itaú;2026-04-29;TED EMPRESA 5353;4368.96
Itaú;2026-04-29;DOC EMPRESA 11891;4327.33
Itaú;2026-04-29;DOC EMPRESA 55689;3316.39
Itaú;2026-04-29;PIX EMPRESA 5306;1139.68
Itaú;2026-04-29;TED EMPRESA 23124;1576.02
Itaú;2026-04-29;DOC EMPRESA 88838;685.97
Itaú;2026-04-29;DOC EMPRESA 44891;4584.38
Itaú;2026-04-29;DOC EMPRESA 66013;4973.97
Itaú;2026-04-29;PIX EMPRESA 81832;2451.6
Itaú;2026-04-29;PIX EMPRESA 27057;3578.6
Itaú;2026-04-29;PIX EMPRESA 71162;3587.1
Itaú;2026-04-29;PIX EMPRESA 32461;2648.59
Itaú;2026-04-29;DOC EMPRESA 20244;4580.18
Itaú;2026-04-29;DOC EMPRESA 77072;1396.88
Itaú;2026-04-29;PIX EMPRESA 20667;838.52
Itaú;2026-04-29;DOC EMPRESA 90723;1495.75
Itaú;2026-04-29;DOC EMPRESA 42017;3132.76
Itaú;2026-04-29;TED EMPRESA 49876;127.4
Itaú;2026-04-29;DOC EMPRESA 14529;393.17
Itaú;2026-04-29;DOC EMPRESA 88369;2255.96
Itaú;2026-04-29;PIX EMPRESA 87597;1378.97
Itaú;2026-04-29;DOC EMPRESA 81801;2541.47
Itaú;2026-04-29;PIX EMPRESA 48992;714.47
Itaú;2026-04-29;DOC EMPRESA 92010;2278.42
Itaú;2026-04-29;DOC EMPRESA 58683;4965.31
Itaú;2026-04-29;DOC EMPRESA 8107;593.88
Itaú;2026-04-29;PIX EMPRESA 23243;197.58
Itaú;2026-04-29;TED EMPRESA 36410;2827.59
Itaú;2026-04-29;PIX EMPRESA 9831;3459.51
Itaú;2026-04-29;TED EMPRESA 22829;2869.8
Itaú;2026-04-29;TED EMPRESA 46736;4101.57
Itaú;2026-04-29;DOC EMPRESA 82298;975.49
Itaú;2026-04-29;TED EMPRESA 10285;4758.64
Itaú;2026-04-29;TED EMPRESA 87143;4807.95
Itaú;2026-04-29;PIX EMPRESA 51478;556.92
Itaú;2026-04-29;DOC EMPRESA 56383;2694.85
Itaú;2026-04-29;PIX EMPRESA 12636;4271.79
Itaú;2026-04-29;PIX EMPRESA 83063;1317.58
Itaú;2026-04-29;PIX EMPRESA 91410;1585.99
Itaú;2026-04-29;PIX EMPRESA 82492;2816.26
Itaú;2026-04-29;DOC EMPRESA 87159;3458.76
Itaú;2026-04-29;TED EMPRESA 57716;4787.45
Itaú;2026-04-29;DOC EMPRESA 72670;1986.36
Itaú;2026-04-29;PIX EMPRESA 60897;2307.11
Itaú;2026-04-29;DOC EMPRESA 96685;3024.65
Itaú;2026-04-29;PIX EMPRESA 73630;3743.89
Itaú;2026-04-29;PIX EMPRESA 40775;2118.91
Itaú;2026-04-29;DOC EMPRESA 10734;343.66
Itaú;2026-04-29;PIX EMPRESA 74455;589.93
Itaú;2026-04-29;TED EMPRESA 44945;1554.17
Itaú;2026-04-29;TED EMPRESA 53611;3628.12
Itaú;2026-04-29;TED EMPRESA 9658;912.81
Itaú;2026-04-29;PIX EMPRESA 54473;4165.44
Itaú;2026-04-29;TED EMPRESA 20625;2446.76
Itaú;2026-04-29;TED EMPRESA 40161;2943.05
Itaú;2026-04-29;PIX EMPRESA 36394;868.42
Itaú;2026-04-29;DOC EMPRESA 89987;1126.45
Itaú;2026-04-29;TED EMPRESA 24817;1598.28
Itaú;2026-04-29;DOC EMPRESA 24474;3650.47
Itaú;2026-04-29;PIX EMPRESA 83615;1049.98
Itaú;2026-04-29;DOC EMPRESA 36383;2440.02
Itaú;2026-04-29;PIX EMPRESA 16479;1836.71
Itaú;2026-04-29;PIX EMPRESA 77187;1339.09
Itaú;2026-04-29;DOC EMPRESA 7017;2129.83
Itaú;2026-04-29;DOC EMPRESA 82526;3278.77
Itaú;2026-04-29;TED EMPRESA 27646;2996.44
Itaú;2026-04-29;DOC EMPRESA 47944;4662.96
Itaú;2026-04-29;DOC EMPRESA 97145;673.99
Itaú;2026-04-29;DOC EMPRESA 53535;4690.7
Itaú;2026-04-29;PIX EMPRESA 78467;1139.51
Itaú;2026-04-29;DOC EMPRESA 49903;4604.17
Itaú;2026-04-29;PIX EMPRESA 78031;2231.3
Itaú;2026-04-29;DOC EMPRESA 64216;4513.09
Itaú;2026-04-29;PIX EMPRESA 78040;4941.27
Itaú;2026-04-29;DOC EMPRESA 77157;2043.38
Itaú;2026-04-29;TED EMPRESA 24048;1632.7
Itaú;2026-04-29;TED EMPRESA 72569;2091.58
Itaú;2026-04-29;DOC EMPRESA 18348;1599.39
Itaú;2026-04-29;TED EMPRESA 72776;3861.53
Itaú;2026-04-29;PIX EMPRESA 47112;3347.2
Itaú;2026-04-29;TED EMPRESA 64542;1715.94
Itaú;2026-04-29;PIX EMPRESA 34192;4782.04
Itaú;2026-04-29;TED EMPRESA 75210;4650.11
Itaú;2026-04-29;PIX EMPRESA 45066;3746.82
Itaú;2026-04-29;DOC EMPRESA 1372;1409.65
Itaú;2026-04-29;DOC EMPRESA 11266;709.79
Itaú;2026-04-29;PIX EMPRESA 11330;2527.43
Itaú;2026-04-29;PIX EMPRESA 13351;4385.69
Itaú;2026-04-29;DOC EMPRESA 46323;1612.77
