Banco;Data_Compensacao;Descricao_Banco;Valor_Recebido
Banco do Brasil;2026-04-29;TED EMPRESA 30595;762.42
Banco do Brasil;2026-04-29;DOC EMPRESA 55187;2212.04
Banco do Brasil;2026-04-29;PIX EMPRESA 54317;1621.25
Banco do Brasil;2026-04-29;TED EMPRESA 93343;1547.08
Banco do Brasil;2026-04-29;TED EMPRESA 56132;3603.94
Banco do Brasil;2026-04-29;TED EMPRESA 39951;1852.5
Banco do Brasil;2026-04-29;PIX EMPRESA 86134;4889.75
Banco do Brasil;2026-04-29;DOC EMPRESA 98192;1358.03
Banco do Brasil;2026-04-29;DOC EMPRESA 98627;2026.69
Banco do Brasil;2026-04-29;DOC EMPRESA 68566;446.44
Banco do Brasil;2026-04-29;PIX EMPRESA 38979;2838.97
Banco do Brasil;2026-04-29;PIX EMPRESA 19794;2081.86
Banco do Brasil;2026-04-29;PIX EMPRESA 61925;965.12
Banco do Brasil;2026-04-29;PIX EMPRESA 75835;3557.45
Banco do Brasil;2026-04-29;PIX EMPRESA 92618;4895.41
Banco do Brasil;2026-04-29;PIX EMPRESA 62933;4210.99
Banco do Brasil;2026-04-29;TED EMPRESA 26807;4393.31
Banco do Brasil;2026-04-29;DOC EMPRESA 43884;2370.33
Banco do Brasil;2026-04-29;PIX EMPRESA 15976;4752.26
Banco do Brasil;2026-04-29;PIX EMPRESA 39481;4777.78
Banco do Brasil;2026-04-29;DOC EMPRESA 75850;4392.46
Banco do Brasil;2026-04-29;PIX EMPRESA 74921;2512.47
Banco do Brasil;2026-04-29;TED EMPRESA 45363;3706.77
Banco do Brasil;2026-04-29;TED EMPRESA 56289;1380.09
Banco do Brasil;2026-04-29;DOC EMPRESA 29623;4773.07
Banco do Brasil;2026-04-29;DOC EMPRESA 27244;3896.08
Banco do Brasil;2026-04-29;TED EMPRESA 51428;303.78
Banco do Brasil;2026-04-29;DOC EMPRESA 4554;2923.24
Banco do Brasil;2026-04-29;DOC EMPRESA 65491;3058.74
Banco do Brasil;2026-04-29;TED EMPRESA 15673;4422.93
Banco do Brasil;2026-04-29;TED EMPRESA 2414;4278.99
Banco do Brasil;2026-04-29;PIX EMPRESA 10274;1155.55
Banco do Brasil;2026-04-29;TED EMPRESA 26159;609.91
Banco do Brasil;2026-04-29;DOC EMPRESA 72924;4409.53
Banco do Brasil;2026-04-29;DOC EMPRESA 33155;1135.88
Banco do Brasil;2026-04-29;TED EMPRESA 54196;2100.54
Banco do Brasil;2026-04-29;DOC EMPRESA 36288;2344.59
Banco do Brasil;2026-04-29;PIX EMPRESA 64604;3613.37
Banco do Brasil;2026-04-29;PIX EMPRESA 47500;1228.84
Banco do Brasil;2026-04-29;PIX EMPRESA 43875;2457.85
Banco do Brasil;2026-04-29;TED EMPRESA 71740;1473.78
Banco do Brasil;2026-04-29;PIX EMPRESA 95457;744.22
Banco do Brasil;2026-04-29;TED EMPRESA 19639;1798.43
Banco do Brasil;2026-04-29;PIX EMPRESA 58551;1335.65
Banco do Brasil;2026-04-29;DOC EMPRESA 22706;3736.75
Banco do Brasil;2026-04-29;DOC EMPRESA 21993;1154.66
Banco do Brasil;2026-04-29;TED EMPRESA 42870;4620.67
Banco do Brasil;2026-04-29;TED EMPRESA 97280;179.91
Banco do Brasil;2026-04-29;TED EMPRESA 27575;3385.24
Banco do Brasil;2026-04-29;TED EMPRESA 69902;1593.36
Banco do Brasil;2026-04-29;DOC EMPRESA 34774;2798.92
Banco do Brasil;2026-04-29;PIX EMPRESA 84752;4998.03
Banco do Brasil;2026-04-29;DOC EMPRESA 4459;967.52
Banco do Brasil;2026-04-29;DOC EMPRESA 52403;513.9
Banco do Brasil;2026-04-29;PIX EMPRESA 20594;4661.66
Banco do Brasil;2026-04-29;DOC EMPRESA 35669;1074.26
Banco do Brasil;2026-04-29;DOC EMPRESA 95245;2474.39
Banco do Brasil;2026-04-29;TED EMPRESA 92256;3356.52
Banco do Brasil;2026-04-29;DOC EMPRESA 14901;2080.32
Banco do Brasil;2026-04-29;PIX EMPRESA 96874;914.06
Banco do Brasil;2026-04-29;PIX EMPRESA 54803;1584.41
Banco do Brasil;2026-04-29;PIX EMPRESA 72539;2574.66
Banco do Brasil;2026-04-29;PIX EMPRESA 77220;4330.95
Banco do Brasil;2026-04-29;DOC EMPRESA 78180;3864.84
Banco do Brasil;2026-04-29;DOC EMPRESA 63694;340.73
Banco do Brasil;2026-04-29;DOC EMPRESA 66290;4130.67
Banco do Brasil;2026-04-29;DOC EMPRESA 79046;1703.07
Banco do Brasil;2026-04-29;TED EMPRESA 74902;2816.7
Banco do Brasil;2026-04-29;PIX EMPRESA 9835;4303.54
Banco do Brasil;2026-04-29;DOC EMPRESA 51033;3078.84
Banco do Brasil;2026-04-29;DOC EMPRESA 5019;2203.43
Banco do Brasil;2026-04-29;DOC EMPRESA 23751;344.11
Banco do Brasil;2026-04-29;TED EMPRESA 9639;832.45
Banco do Brasil;2026-04-29;TED EMPRESA 43283;4190.73
Banco do Brasil;2026-04-29;PIX EMPRESA 79418;3965.88
Banco do Brasil;2026-04-29;DOC EMPRESA 26490;3345.66
Banco do Brasil;2026-04-29;TED EMPRESA 33618;1007.59
Banco do Brasil;2026-04-29;DOC EMPRESA 53307;177.12
Banco do Brasil;2026-04-29;DOC EMPRESA 9369;1620.26
Banco do Brasil;2026-04-29;TED EMPRESA 60748;4818.49
Banco do Brasil;2026-04-29;DOC EMPRESA 87470;4243.48
Banco do Brasil;2026-04-29;DOC EMPRESA 48139;3048.94
Banco do Brasil;2026-04-29;DOC EMPRESA 47597;109.06
Banco do Brasil;2026-04-29;PIX EMPRESA 68283;4156.3
Banco do Brasil;2026-04-29;DOC EMPRESA 22603;4426.85
Banco do Brasil;2026-04-29;DOC EMPRESA 35666;2730.07
Banco do Brasil;2026-04-29;PIX EMPRESA 2579;2091.02
Banco do Brasil;2026-04-29;DOC EMPRESA 83988;3936.94
Banco do Brasil;2026-04-29;PIX EMPRESA 36206;2228.06
Banco do Brasil;2026-04-29;DOC EMPRESA 26506;2085.52
Banco do Brasil;2026-04-29;TED EMPRESA 47574;2147.26
Banco do Brasil;2026-04-29;DOC EMPRESA 78313;3546.18
Banco do Brasil;2026-04-29;DOC EMPRESA 7898;3849.62
Banco do Brasil;2026-04-29;TED EMPRESA 34867;3927.15
Banco do Brasil;2026-04-29;PIX EMPRESA 35442;1031.66
Banco do Brasil;2026-04-29;TED EMPRESA 84238;2777.71
Banco do Brasil;2026-04-29;PIX EMPRESA 9107;2454.16
Banco do Brasil;2026-04-29;TED EMPRESA 8120;2412.56
Banco do Brasil;2026-04-29;PIX EMPRESA 23929;1971.92
Banco do Brasil;2026-04-29;DOC EMPRESA 75267;3374.93
Banco do Brasil;2026-04-29;PIX EMPRESA 61889;4127.88
Banco do Brasil;2026-04-29;PIX EMPRESA 76181;345.06
Banco do Brasil;2026-04-29;DOC EMPRESA 83549;556.14
Banco do Brasil;2026-04-29;TED EMPRESA 23139;4655.84
Banco do Brasil;2026-04-29;DOC EMPRESA 35346;1939.76
Banco do Brasil;2026-04-29;DOC EMPRESA 45618;2746.19
Banco do Brasil;2026-04-29;TED EMPRESA 88789;858.53
Banco do Brasil;2026-04-29;TED EMPRESA 79608;1832.51
Banco do Brasil;2026-04-29;DOC EMPRESA 4967;4242.75
Banco do Brasil;2026-04-29;PIX EMPRESA 70167;930.37
Banco do Brasil;2026-04-29;TED EMPRESA 6334;657.82
Banco do Brasil;2026-04-29;TED EMPRESA 89522;4842.05
Banco do Brasil;2026-04-29;PIX EMPRESA 76863;4550.36
Banco do Brasil;2026-04-29;DOC EMPRESA 47390;833.28
Banco do Brasil;2026-04-29;DOC EMPRESA 67884;3929.6
Banco do Brasil;2026-04-29;PIX EMPRESA 43061;1882.36
Banco do Brasil;2026-04-29;PIX EMPRESA 34599;3909.49
Banco do Brasil;2026-04-29;DOC EMPRESA 47523;732.34
Banco do Brasil;2026-04-29;DOC EMPRESA 5915;499.01
Banco do Brasil;2026-04-29;TED EMPRESA 15526;932.51
Banco do Brasil;2026-04-29;DOC EMPRESA 77817;3338.85
Banco do Brasil;2026-04-29;DOC EMPRESA 54482;2805.38
Banco do Brasil;2026-04-29;DOC EMPRESA 19492;2680.62
Banco do Brasil;2026-04-29;DOC EMPRESA 33089;3218.48
Banco do Brasil;2026-04-29;DOC EMPRESA 55595;1638.67
Banco do Brasil;2026-04-29;DOC EMPRESA 27798;3098.21
Banco do Brasil;2026-04-29;DOC EMPRESA 12523;1632.94
Banco do Brasil;2026-04-29;TED EMPRESA 29664;1542.31
Banco do Brasil;2026-04-29;DOC EMPRESA 38150;1385.13
Banco do Brasil;2026-04-29;PIX EMPRESA 77305;2224.17
Banco do Brasil;2026-04-29;PIX EMPRESA 90746;3951.67
Banco do Brasil;2026-04-29;TED EMPRESA 73446;2942.94
Banco do Brasil;2026-04-29;TED EMPRESA 5999;3339.38
Banco do Brasil;2026-04-29;TED EMPRESA 38413;4161.11
Banco do Brasil;2026-04-29;DOC EMPRESA 35672;2986.5
Banco do Brasil;2026-04-29;TED EMPRESA 11949;2648.96
Banco do Brasil;2026-04-29;TED EMPRESA 20854;3618.81
Banco do Brasil;2026-04-29;TED EMPRESA 99932;3558.22
Banco do Brasil;2026-04-29;TED EMPRESA 18118;4108.25
Banco do Brasil;2026-04-29;PIX EMPRESA 57711;1821.35
Banco do Brasil;2026-04-29;PIX EMPRESA 38151;2903.94
Banco do Brasil;2026-04-29;TED EMPRESA 36183;4204.48
Banco do Brasil;2026-04-29;DOC EMPRESA 71817;4834.72
Banco do Brasil;2026-04-29;PIX EMPRESA 56805;2717.5
Banco do Brasil;2026-04-29;DOC EMPRESA 72699;3002.98
Banco do Brasil;2026-04-29;TED EMPRESA 32611;1117.1
Banco do Brasil;2026-04-29;PIX EMPRESA 13932;685.84
Banco do Brasil;2026-04-29;PIX EMPRESA 74006;1488.74
Banco do Brasil;2026-04-29;TED EMPRESA 61534;553.69
Banco do Brasil;2026-04-29;DOC EMPRESA 98208;3796.97
Banco do Brasil;2026-04-29;DOC EMPRESA 74987;175.73
Banco do Brasil;2026-04-29;PIX EMPRESA 96589;4742.1
Banco do Brasil;2026-04-29;TED EMPRESA 83017;2585.96
Banco do Brasil;2026-04-29;TED EMPRESA 63257;2299.36
Banco do Brasil;2026-04-29;PIX EMPRESA 65451;3062.97
Banco do Brasil;2026-04-29;PIX EMPRESA 75860;829.59
Banco do Brasil;2026-04-29;TED EMPRESA 22964;4275.09
Banco do Brasil;2026-04-29;PIX EMPRESA 32707;3535.8
Banco do Brasil;2026-04-29;TED EMPRESA 63454;706.55
Banco do Brasil;2026-04-29;TED EMPRESA 96736;680.32
Banco do Brasil;2026-04-29;DOC EMPRESA 79702;4071.13
Banco do Brasil;2026-04-29;DOC EMPRESA 83991;172.74
Banco do Brasil;2026-04-29;DOC EMPRESA 83679;3826.61
Banco do Brasil;2026-04-29;PIX EMPRESA 93747;252.96
Banco do Brasil;2026-04-29;PIX EMPRESA 44903;1280.08
Banco do Brasil;2026-04-29;TED EMPRESA 21070;745.61
Banco do Brasil;2026-04-29;PIX EMPRESA 77245;3613.55
Banco do Brasil;2026-04-29;TED EMPRESA 27544;3890.39
Banco do Brasil;2026-04-29;TED EMPRESA 56461;261.37
Banco do Brasil;2026-04-29;DOC EMPRESA 47470;2563.65
Banco do Brasil;2026-04-29;PIX EMPRESA 25411;2217.65
Banco do Brasil;2026-04-29;DOC EMPRESA 26449;388.33
Banco do Brasil;2026-04-29;PIX EMPRESA 39342;915.61
Banco do Brasil;2026-04-29;TED EMPRESA 40503;1294.43
Banco do Brasil;2026-04-29;DOC EMPRESA 42444;4457.79
Banco do Brasil;2026-04-29;PIX EMPRESA 58461;824.5
Banco do Brasil;2026-04-29;TED EMPRESA 26623;1021.73
Banco do Brasil;2026-04-29;DOC EMPRESA 31015;4368.05
Banco do Brasil;2026-04-29;TED EMPRESA 12665;298.0
Banco do Brasil;2026-04-29;PIX EMPRESA 33149;2196.48
Banco do Brasil;2026-04-29;DOC EMPRESA 56244;4600.74
Banco do Brasil;2026-04-29;TED EMPRESA 52419;1218.02
Banco do Brasil;2026-04-29;DOC EMPRESA 93476;3856.31
Banco do Brasil;2026-04-29;TED EMPRESA 36557;3761.39
Banco do Brasil;2026-04-29;TED EMPRESA 40334;3432.57
Banco do Brasil;2026-04-29;DOC EMPRESA 60249;3891.23
Banco do Brasil;2026-04-29;DOC EMPRESA 96642;1779.68
Banco do Brasil;2026-04-29;PIX EMPRESA 56749;4513.32
Banco do Brasil;2026-04-29;DOC EMPRESA 44377;4216.75
Banco do Brasil;2026-04-29;DOC EMPRESA 81135;3858.16
Banco do Brasil;2026-04-29;DOC EMPRESA 97168;1318.81
Banco do Brasil;2026-04-29;PIX EMPRESA 34893;183.01
Banco do Brasil;2026-04-29;DOC EMPRESA 4420;3465.61
Banco do Brasil;2026-04-29;DOC EMPRESA 26633;3223.67
Banco do Brasil;2026-04-29;TED EMPRESA 67661;1284.62
Banco do Brasil;2026-04-29;PIX EMPRESA 76050;2185.32
Banco do Brasil;2026-04-29;DOC EMPRESA 31699;196.53
Banco do Brasil;2026-04-29;DOC EMPRESA 84110;1665.75
Banco do Brasil;2026-04-29;TED EMPRESA 95465;343.66
Banco do Brasil;2026-04-29;DOC EMPRESA 29020;1805.95
Banco do Brasil;2026-04-29;DOC EMPRESA 35374;3366.99
Banco do Brasil;2026-04-29;PIX EMPRESA 89313;3317.04
Banco do Brasil;2026-04-29;PIX EMPRESA 37529;1281.33
Banco do Brasil;2026-04-29;TED EMPRESA 47756;3101.69
Banco do Brasil;2026-04-29;DOC EMPRESA 91971;367.4
Banco do Brasil;2026-04-29;PIX EMPRESA 81418;1056.37
Banco do Brasil;2026-04-29;DOC EMPRESA 59680;280.53
Banco do Brasil;2026-04-29;DOC EMPRESA 58060;3295.96
Banco do Brasil;2026-04-29;PIX EMPRESA 59037;1365.31
Banco do Brasil;2026-04-29;DOC EMPRESA 54232;3542.91
Banco do Brasil;2026-04-29;TED EMPRESA 32343;4916.25
Banco do Brasil;2026-04-29;DOC EMPRESA 76721;3490.12
Banco do Brasil;2026-04-29;DOC EMPRESA 69109;4286.13
Banco do Brasil;2026-04-29;TED EMPRESA 29474;1843.08
Banco do Brasil;2026-04-29;TED EMPRESA 41000;3756.13
Banco do Brasil;2026-04-29;TED EMPRESA 14387;1844.6
Banco do Brasil;2026-04-29;DOC EMPRESA 76170;1725.27
Banco do Brasil;2026-04-29;DOC EMPRESA 80044;171.29
Banco do Brasil;2026-04-29;PIX EMPRESA 37887;3990.59
Banco do Brasil;2026-04-29;DOC EMPRESA 43636;4485.35
Banco do Brasil;2026-04-29;TED EMPRESA 14889;2415.62
Banco do Brasil;2026-04-29;PIX EMPRESA 94664;3973.21
Banco do Brasil;2026-04-29;TED EMPRESA 8150;4743.02
Banco do Brasil;2026-04-29;TED EMPRESA 34356;3793.67
Banco do Brasil;2026-04-29;PIX EMPRESA 70766;1120.3
Banco do Brasil;2026-04-29;DOC EMPRESA 99953;1588.68
Banco do Brasil;2026-04-29;DOC EMPRESA 30449;2375.51
Banco do Brasil;2026-04-29;TED EMPRESA 53994;566.86
Banco do Brasil;2026-04-29;PIX EMPRESA 6798;297.25
Banco do Brasil;2026-04-29;DOC EMPRESA 3005;2527.14
Banco do Brasil;2026-04-29;DOC EMPRESA 5137;369.19
Banco do Brasil;2026-04-29;DOC EMPRESA 2420;1270.23
Banco do Brasil;2026-04-29;DOC EMPRESA 15055;3983.38
Banco do Brasil;2026-04-29;PIX EMPRESA 99123;2879.69
Banco do Brasil;2026-04-29;PIX EMPRESA 39734;2023.93
Banco do Brasil;2026-04-29;TED EMPRESA 28480;1337.88
Banco do Brasil;2026-04-29;TED EMPRESA 63260;2903.66
Banco do Brasil;2026-04-29;TED EMPRESA 68383;847.58
Banco do Brasil;2026-04-29;TED EMPRESA 1666;3455.53
Banco do Brasil;2026-04-29;TED EMPRESA 85718;2200.15
Banco do Brasil;2026-04-29;TED EMPRESA 56290;3695.97
Banco do Brasil;2026-04-29;PIX EMPRESA 55199;1890.45
Banco do Brasil;2026-04-29;PIX EMPRESA 93054;2232.05
Banco do Brasil;2026-04-29;PIX EMPRESA 43208;2947.73
Banco do Brasil;2026-04-29;PIX EMPRESA 88484;1542.82
Banco do Brasil;2026-04-29;TED EMPRESA 90132;331.96
Banco do Brasil;2026-04-29;PIX EMPRESA 21576;3404.84
Banco do Brasil;2026-04-29;DOC EMPRESA 93230;863.37
Banco do Brasil;2026-04-29;PIX EMPRESA 28271;2186.51
Banco do Brasil;2026-04-29;TED EMPRESA 21982;1379.62
Banco do Brasil;2026-04-29;DOC EMPRESA 38803;1524.65
Banco do Brasil;2026-04-29;DOC EMPRESA 29319;4608.46
Banco do Brasil;2026-04-29;DOC EMPRESA 60413;3536.56
Banco do Brasil;2026-04-29;PIX EMPRESA 13880;986.05
Banco do Brasil;2026-04-29;PIX EMPRESA 30640;4297.47
Banco do Brasil;2026-04-29;TED EMPRESA 26261;4100.76
